return_id,order_id,customer_id,return_date,return_reason,refund_amount
R00472,O006468,10088,2025-01-05,Damaged,5128.84
R00473,O006477,11837,2025-06-14,Changed Mind,9646.72
R00474,O006480,12323,2024-04-24,Late Delivery,24394.14
R00475,O006493,10388,2025-08-04,Damaged,23547.53
R00476,O006501,11311,2025-10-14,Changed Mind,13145.53
R00477,O006508,11772,2024-09-19,Quality Issue,20870.39
R00478,O006515,10025,2025-11-15,Wrong Item,7310.6
R00479,O006556,11397,2024-04-02,Damaged,27910.68
R00480,O006560,12379,2024-06-27,Wrong Item,28560.34
R00481,O006582,11407,2025-06-09,Quality Issue,28275.98
R00482,O006592,11164,2025-09-05,Late Delivery,18766.67
R00483,O006603,10708,2024-10-11,Wrong Item,2330.26
R00484,O006605,11368,2024-07-23,Late Delivery,18482.15
R00485,O006647,11908,2024-12-06,Quality Issue,12770.13
R00486,O006655,11232,2024-12-09,Quality Issue,11976.72
R00487,O006666,11205,2024-11-28,Late Delivery,1034.27
R00488,O006681,11721,2024-03-02,Damaged,26246.58
R00489,O006712,12124,2025-12-05,Quality Issue,25759.81
R00490,O006720,10984,2024-03-07,Quality Issue,9850.85
R00491,O006727,11316,2026-01-04,Late Delivery,29333.74
R00492,O006729,11962,2025-07-07,Wrong Item,4246.19
R00493,O006738,10579,2024-10-01,Late Delivery,25088.36
R00494,O006761,10823,2025-02-21,Changed Mind,18729.05
R00495,O006774,10973,2025-03-21,Wrong Item,14675.34
R00496,O006792,10154,2024-11-20,Wrong Item,28912.26
R00497,O006817,11416,2025-11-17,Quality Issue,17574.92
R00498,O006846,10645,2024-07-05,Wrong Item,25045.48
R00499,O006856,11889,2025-08-23,Damaged,7119.79
R00500,O006863,12448,2024-12-17,Damaged,1160.98
R00501,O006881,11918,2026-01-22,Damaged,6493.26
R00502,O006909,11307,2024-02-26,Changed Mind,29652.54
R00503,O006934,11997,2025-03-15,Quality Issue,16927.51
R00504,O006946,12145,2025-07-13,Late Delivery,25288.21
R00505,O006948,11394,2024-02-13,Changed Mind,20612.4
R00506,O006960,11554,2025-12-23,Changed Mind,4802.41
R00507,O006962,11918,2024-10-12,Damaged,3587.69
R00508,O006979,12297,2024-10-07,Wrong Item,14664.38
R00509,O006984,11205,2026-01-06,Late Delivery,28274.79
R00510,O006988,10155,2025-03-15,Quality Issue,4165.04
R00511,O006997,12200,2024-03-11,Wrong Item,15157.17
R00512,O007011,11801,2024-10-30,Wrong Item,22841.96
R00513,O007012,10106,2024-06-12,Changed Mind,2552.82
R00514,O007055,11036,2024-07-23,Changed Mind,12327.95
R00515,O007057,11421,2024-12-12,Damaged,16173.16
R00516,O007107,10182,2025-02-21,Quality Issue,3466.91
R00517,O007112,10472,2024-10-10,Quality Issue,19753.9
R00518,O007113,11540,2024-04-27,Changed Mind,22215.0
R00519,O007129,10466,2024-07-14,Changed Mind,19256.7
R00520,O007135,10415,2024-06-26,Damaged,2409.79
R00521,O007136,10364,2024-12-19,Wrong Item,395.13
R00522,O007138,10796,2025-04-17,Late Delivery,23996.18
R00523,O007143,12313,2024-05-26,Damaged,14800.95
R00524,O007161,11621,2024-07-04,Quality Issue,17042.58
R00525,O007166,11535,2025-10-07,Quality Issue,27227.87
R00526,O007170,11667,2024-11-28,Wrong Item,16863.09
R00527,O007183,10756,2024-09-28,Wrong Item,7756.6
R00528,O007197,11455,2025-09-12,Late Delivery,13538.75
R00529,O007229,10055,2024-03-30,Quality Issue,14647.6
R00530,O007252,10177,2025-05-03,Changed Mind,20515.37
R00531,O007265,10988,2024-03-11,Changed Mind,10682.43
R00532,O007266,10300,2024-10-17,Damaged,25225.29
R00533,O007280,11582,2024-07-01,Changed Mind,16166.4
R00534,O007284,11352,2025-10-22,Late Delivery,16462.33
R00535,O007321,10770,2024-06-21,Late Delivery,22843.65
R00536,O007330,12321,2025-04-18,Quality Issue,2644.37
R00537,O007340,10984,2025-08-22,Changed Mind,26665.36
R00538,O007350,11045,2024-09-03,Wrong Item,5994.71
R00539,O007353,10133,2024-09-21,Quality Issue,10117.28
R00540,O007367,10738,2025-11-06,Damaged,2931.65
R00541,O007369,10793,2024-04-11,Wrong Item,14238.61
R00542,O007392,10301,2024-06-10,Changed Mind,10278.16
R00543,O007427,10072,2024-12-27,Late Delivery,6639.44
R00544,O007429,11779,2024-10-07,Changed Mind,5462.99
R00545,O007430,12415,2025-02-14,Late Delivery,4366.33
R00546,O007443,12307,2024-05-21,Damaged,2092.38
R00547,O007445,12113,2025-12-01,Quality Issue,6615.36
R00548,O007466,10699,2025-12-26,Changed Mind,318.39
R00549,O007471,10747,2024-09-08,Wrong Item,2641.88
R00550,O007472,11976,2024-10-07,Changed Mind,29008.1
R00551,O007503,10192,2025-05-11,Changed Mind,12175.88
R00552,O007512,10821,2024-05-04,Damaged,27566.81
R00553,O007526,10241,2024-05-30,Late Delivery,12107.6
R00554,O007538,11542,2025-12-10,Quality Issue,23416.72
R00555,O007541,11633,2025-01-20,Quality Issue,21039.5
R00556,O007551,12433,2025-01-30,Late Delivery,5033.91
R00557,O007576,11513,2024-07-22,Wrong Item,14147.08
R00558,O007579,11083,2025-12-02,Changed Mind,3824.91
R00559,O007608,11945,2025-04-27,Damaged,12299.17
R00560,O007638,10406,2024-03-16,Wrong Item,8618.66
R00561,O007655,12461,2025-04-18,Damaged,18595.33
R00562,O007664,10883,2024-10-17,Damaged,22395.13
R00563,O007669,10990,2025-12-20,Changed Mind,27431.1
R00564,O007677,12128,2025-08-24,Changed Mind,1627.63
R00565,O007687,11448,2025-12-30,Quality Issue,22346.21
R00566,O007695,12155,2025-04-10,Quality Issue,3991.24
R00567,O007709,11586,2024-07-05,Changed Mind,26078.62
R00568,O007721,10072,2024-07-27,Damaged,19557.08
R00569,O007741,11431,2024-04-03,Damaged,27084.64
R00570,O007759,11632,2024-02-19,Quality Issue,4063.9
R00571,O007769,11977,2025-07-02,Late Delivery,14625.5
R00572,O007773,11390,2024-10-04,Changed Mind,14882.96
R00573,O007783,12302,2025-03-28,Changed Mind,22289.22
R00574,O007820,10226,2024-02-22,Changed Mind,29103.92
R00575,O007830,10214,2025-09-30,Quality Issue,589.15
R00576,O007852,12320,2024-04-13,Changed Mind,19580.12
R00577,O007855,10627,2025-08-07,Wrong Item,1416.57
R00578,O007868,12317,2026-01-10,Quality Issue,12781.03
R00579,O007872,10922,2025-01-31,Quality Issue,25509.64
R00580,O007880,10540,2024-07-18,Changed Mind,16961.21
R00581,O007884,11461,2025-07-12,Quality Issue,25522.98
R00582,O007893,11037,2025-07-07,Late Delivery,19334.3
R00583,O007899,10933,2025-03-30,Damaged,27185.61
R00584,O007908,12431,2025-11-10,Wrong Item,23805.14
R00585,O007935,11739,2025-03-12,Late Delivery,21783.23
R00586,O007937,11174,2025-03-21,Wrong Item,22363.25
R00587,O007949,11071,2025-02-14,Wrong Item,17070.19
R00588,O007981,11653,2025-08-14,Changed Mind,25509.81
R00589,O007982,12440,2024-10-28,Quality Issue,14079.35
R00590,O007983,10008,2025-05-24,Wrong Item,2163.38
R00591,O007991,12498,2025-08-30,Late Delivery,22534.51
R00592,O007996,10702,2024-07-07,Wrong Item,22199.1
R00593,O007999,10082,2026-01-01,Quality Issue,4230.67
R00594,O008006,10030,2025-10-13,Wrong Item,7647.58
R00595,O008011,11152,2025-09-13,Damaged,7503.47
R00596,O008023,11418,2024-11-06,Wrong Item,17852.02
R00597,O008046,12248,2025-09-23,Damaged,16832.4
R00598,O008065,11655,2025-07-13,Wrong Item,3752.79
R00599,O008070,11288,2024-04-27,Late Delivery,13280.66
R00600,O008104,10559,2024-08-14,Wrong Item,937.01
R00601,O008109,11679,2025-03-03,Damaged,4880.3
R00602,O008132,11480,2026-01-08,Damaged,2258.22
R00603,O008161,11713,2024-08-16,Changed Mind,14916.2
R00604,O008173,10483,2024-06-03,Late Delivery,2059.49
R00605,O008174,11240,2025-05-12,Quality Issue,28547.85
R00606,O008188,11523,2025-07-01,Damaged,18862.31
R00607,O008233,12346,2025-07-13,Late Delivery,23198.8
R00608,O008243,10373,2024-11-05,Changed Mind,12473.7
R00609,O008265,11081,2024-02-23,Damaged,28489.42
R00610,O008283,10841,2024-10-03,Late Delivery,23293.04
R00611,O008299,10546,2025-05-24,Late Delivery,9526.47
R00612,O008315,12272,2024-06-19,Wrong Item,3805.27
R00613,O008318,10789,2025-06-14,Changed Mind,13902.47
R00614,O008327,11690,2025-02-15,Changed Mind,16601.9
R00615,O008330,10364,2024-01-14,Wrong Item,16043.11
R00616,O008354,10541,2025-02-25,Late Delivery,28223.65
R00617,O008360,12347,2025-12-02,Wrong Item,20893.32
R00618,O008423,10510,2025-08-16,Wrong Item,14061.15
R00619,O008425,10602,2025-01-30,Late Delivery,21427.73
R00620,O008476,10019,2024-06-11,Quality Issue,10565.05
R00621,O008484,10629,2025-12-12,Damaged,24018.36
R00622,O008500,12008,2025-01-31,Late Delivery,26481.49
R00623,O008502,10705,2024-08-27,Wrong Item,28422.74
R00624,O008506,12169,2025-07-09,Changed Mind,1218.28
R00625,O008527,11553,2025-04-04,Late Delivery,8825.01
R00626,O008538,10539,2025-01-03,Changed Mind,5127.14
R00627,O008549,11842,2025-11-21,Quality Issue,20069.88
R00628,O008554,12124,2024-07-01,Quality Issue,7813.81
R00629,O008561,12169,2024-01-17,Quality Issue,13976.12
R00630,O008567,11679,2025-08-30,Damaged,23604.72
R00631,O008618,12432,2025-05-13,Quality Issue,25555.09
R00632,O008625,12078,2025-08-02,Wrong Item,18221.03
R00633,O008627,12071,2025-02-16,Quality Issue,13649.2
R00634,O008629,10173,2024-12-12,Damaged,2093.72
R00635,O008639,10920,2025-04-26,Quality Issue,22172.82
R00636,O008644,10576,2025-01-06,Late Delivery,21387.07
R00637,O008654,12003,2024-08-08,Changed Mind,7230.31
R00638,O008666,11694,2024-01-18,Wrong Item,21928.87
R00639,O008670,11726,2025-08-13,Wrong Item,7089.37
R00640,O008680,10602,2024-11-05,Quality Issue,20316.05
R00641,O008690,11118,2025-01-02,Damaged,4590.54
R00642,O008700,12478,2025-10-02,Changed Mind,27386.46
R00643,O008707,10200,2025-09-12,Damaged,12061.83
R00644,O008720,12459,2024-09-18,Quality Issue,18168.3
R00645,O008722,10560,2024-05-18,Damaged,6359.3
R00646,O008734,10940,2024-06-03,Changed Mind,25598.15
R00647,O008759,10579,2024-08-01,Changed Mind,29053.52
R00648,O008761,11850,2025-06-08,Damaged,9291.57
R00649,O008769,10991,2025-07-25,Quality Issue,6291.04
R00650,O008787,10487,2026-01-05,Changed Mind,16196.13
R00651,O008818,10603,2025-12-20,Damaged,28747.35
R00652,O008846,10828,2025-11-27,Damaged,22943.4
R00653,O008902,11150,2025-06-16,Wrong Item,29515.74
R00654,O008970,10345,2025-12-05,Changed Mind,26289.42
R00655,O009005,10140,2025-01-01,Wrong Item,20656.75
R00656,O009068,10685,2025-05-04,Changed Mind,5701.74
R00657,O009069,11947,2025-11-13,Quality Issue,26440.02
R00658,O009078,12321,2024-06-26,Wrong Item,18260.94
R00659,O009089,10011,2024-01-22,Wrong Item,13659.57
R00660,O009116,10374,2025-01-06,Quality Issue,15115.52
R00661,O009119,10744,2024-09-22,Late Delivery,28924.68
R00662,O009125,10973,2025-09-18,Wrong Item,529.7
R00663,O009126,11294,2024-09-30,Quality Issue,22555.81
R00664,O009142,10781,2024-12-31,Quality Issue,22910.49
R00665,O009149,12025,2025-07-22,Quality Issue,3040.89
R00666,O009169,10031,2024-09-03,Changed Mind,28993.63
R00667,O009171,11297,2024-07-20,Quality Issue,14967.15
R00668,O009182,10181,2025-04-17,Quality Issue,21514.2
R00669,O009193,11401,2025-07-19,Damaged,12909.16
R00670,O009206,11773,2025-05-10,Late Delivery,9637.24
R00671,O009214,10403,2024-12-24,Wrong Item,17185.41
R00672,O009218,11449,2024-11-04,Quality Issue,26785.23
R00673,O009273,12091,2025-03-16,Damaged,19276.88
R00674,O009307,10768,2025-02-16,Quality Issue,19660.73
R00675,O009315,10504,2025-07-26,Late Delivery,9635.24
R00676,O009349,11653,2025-09-05,Late Delivery,7178.18
R00677,O009378,11426,2025-07-06,Wrong Item,18915.32
R00678,O009379,10480,2024-08-11,Quality Issue,4549.44
R00679,O009387,12054,2025-11-14,Wrong Item,13504.74
R00680,O009399,10260,2024-05-06,Wrong Item,7643.06
R00681,O009403,10719,2025-09-13,Damaged,21231.13
R00682,O009411,11814,2025-06-01,Quality Issue,16147.63
R00683,O009434,12143,2025-03-21,Changed Mind,3188.51
R00684,O009435,11501,2025-09-19,Changed Mind,16884.77
R00685,O009455,11665,2025-08-03,Late Delivery,18126.64
R00686,O009460,10759,2025-02-10,Changed Mind,8862.16
R00687,O009474,11434,2025-10-22,Wrong Item,10061.34
R00688,O009478,10079,2024-06-27,Wrong Item,26270.41
R00689,O009493,11729,2024-03-08,Damaged,3532.07
R00690,O009510,11409,2025-10-01,Late Delivery,29046.28
R00691,O009537,10516,2024-04-21,Late Delivery,6571.89
R00692,O009538,12364,2025-06-30,Late Delivery,7404.63
R00693,O009539,11704,2024-09-28,Changed Mind,11853.75
R00694,O009544,12301,2024-11-21,Damaged,28451.8
R00695,O009553,11194,2025-06-14,Damaged,26898.99
R00696,O009572,11839,2025-07-20,Damaged,22449.21
R00697,O009581,10931,2024-11-15,Damaged,23881.25
R00698,O009586,11101,2025-01-15,Damaged,15746.52
R00699,O009599,12268,2026-01-05,Quality Issue,27168.48
R00700,O009602,10049,2024-12-18,Wrong Item,3994.19
R00701,O009603,11821,2024-03-05,Quality Issue,16352.16
R00702,O009624,11372,2024-07-13,Wrong Item,24681.23
R00703,O009660,11879,2025-04-04,Wrong Item,17183.97
R00704,O009680,12450,2025-08-24,Quality Issue,24475.3
R00705,O009710,10518,2025-09-22,Wrong Item,5179.13
R00706,O009789,11170,2025-12-28,Quality Issue,1349.37
R00707,O009796,11896,2025-08-18,Damaged,16848.37
R00708,O009800,10366,2025-04-03,Damaged,20975.33
R00709,O009834,11920,2025-05-13,Quality Issue,16764.78
R00710,O009840,12376,2024-01-16,Late Delivery,11039.24
R00711,O009857,12154,2025-04-25,Damaged,21736.7
R00712,O009877,11850,2025-05-09,Wrong Item,27921.08
R00713,O009880,10806,2024-12-07,Damaged,17183.59
R00714,O009897,12095,2025-05-18,Quality Issue,5276.49
R00715,O009915,10943,2024-11-10,Wrong Item,15734.74
R00716,O009931,10230,2025-04-29,Changed Mind,22570.28
R00717,O009935,10159,2024-12-01,Changed Mind,6091.61
R00718,O009949,10662,2025-03-26,Changed Mind,13415.24
R00719,O009952,12354,2025-10-01,Wrong Item,20120.08
R00720,O009958,10642,2024-10-05,Wrong Item,2550.29
R00721,O009964,10312,2025-09-17,Quality Issue,6291.01
R00722,O009966,10245,2025-08-02,Damaged,21701.02
R00723,O009981,10074,2025-10-29,Damaged,9527.31
