order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state
O002580,10630,2025-08-25,Delivered,UPI,Ahmedabad,West Bengal
O002581,12020,2025-04-25,Returned,UPI,Bengaluru,Telangana
O002582,12132,2025-09-28,Delivered,Credit Card,Ludhiana,West Bengal
O002583,12194,2025-05-15,Delivered,Debit Card,Delhi,Tamil Nadu
O002584,12029,2025-09-29,Delivered,Debit Card,Mumbai,Haryana
O002585,11195,2024-02-21,Delivered,COD,Hyderabad,West Bengal
O002586,12025,2024-04-12,Delivered,UPI,Gurugram,Gujarat
O002587,11358,2024-12-26,Returned,Credit Card,Delhi,Telangana
O002588,12472,2025-02-27,Cancelled,Net Banking,Bengaluru,Tamil Nadu
O002589,11550,2025-11-29,Delivered,Debit Card,Jaipur,Maharashtra
O002590,10569,2024-07-23,Delivered,Debit Card,Jaipur,Uttar Pradesh
O002591,12395,2024-01-14,Shipped,Credit Card,Gurugram,Rajasthan
O002592,11946,2025-09-07,Cancelled,COD,Hyderabad,Haryana
O002593,10347,2025-09-20,Delivered,Credit Card,Ludhiana,Kerala
O002594,10408,2025-04-14,Delivered,COD,Bengaluru,Rajasthan
O002595,10133,2025-04-10,Cancelled,Debit Card,Gurugram,Kerala
O002596,10614,2024-10-30,Delivered,COD,Bengaluru,West Bengal
O002597,10106,2025-08-27,Delivered,COD,Chennai,Kerala
O002598,12219,2025-03-02,Cancelled,COD,Mumbai,Gujarat
O002599,10262,2025-10-17,Shipped,COD,Chennai,Punjab
O002600,10494,2024-04-19,Delivered,UPI,Lucknow,Haryana
O002601,11475,2025-11-05,Delivered,UPI,Jaipur,Telangana
O002602,10290,2025-07-18,Delivered,UPI,Kolkata,Kerala
O002603,11869,2025-05-29,Cancelled,UPI,Chennai,Tamil Nadu
O002604,11338,2024-03-08,Returned,Credit Card,Hyderabad,Rajasthan
O002605,12133,2024-09-02,Shipped,Net Banking,Bengaluru,Tamil Nadu
O002606,11439,2025-01-23,Delivered,COD,Ludhiana,Rajasthan
O002607,11353,2025-10-11,Delivered,Credit Card,Mumbai,Gujarat
O002608,10045,2024-11-03,Delivered,UPI,Hyderabad,Delhi
O002609,10815,2024-12-17,Delivered,COD,Kolkata,Kerala
O002610,12381,2024-03-06,Delivered,Net Banking,Mumbai,Haryana
O002611,10465,2025-04-04,Delivered,COD,Kolkata,Haryana
O002612,10200,2024-12-12,Delivered,Debit Card,Ludhiana,Telangana
O002613,10329,2024-11-20,Returned,Debit Card,Kolkata,Rajasthan
O002614,12288,2025-10-28,Delivered,Credit Card,Ahmedabad,Tamil Nadu
O002615,11908,2025-08-21,Delivered,Net Banking,Lucknow,Delhi
O002616,10798,2024-02-02,Delivered,Credit Card,Lucknow,Telangana
O002617,10702,2024-03-08,Delivered,COD,Bengaluru,Maharashtra
O002618,12022,2024-07-05,Delivered,Net Banking,Chennai,Kerala
O002619,11925,2024-07-10,Delivered,Credit Card,Gurugram,Punjab
O002620,12408,2024-07-31,Delivered,COD,Chennai,Uttar Pradesh
O002621,11402,2025-08-22,Delivered,UPI,Chennai,Telangana
O002622,12433,2025-03-03,Delivered,COD,Hyderabad,Delhi
O002623,12413,2024-12-16,Shipped,Credit Card,Mumbai,Delhi
O002624,12120,2024-04-17,Delivered,Net Banking,Gurugram,Delhi
O002625,11438,2024-08-27,Delivered,Net Banking,Kolkata,Rajasthan
O002626,10127,2024-08-03,Delivered,UPI,Kolkata,Telangana
O002627,11511,2024-06-25,Delivered,Credit Card,Jaipur,Telangana
O002628,11621,2025-07-18,Shipped,UPI,Ludhiana,Tamil Nadu
O002629,10482,2024-11-25,Delivered,Debit Card,Mumbai,Telangana
O002630,11336,2025-07-14,Delivered,COD,Bengaluru,Telangana
O002631,10283,2025-09-17,Shipped,Debit Card,Ahmedabad,Rajasthan
O002632,12122,2025-03-25,Delivered,Debit Card,Ahmedabad,Delhi
O002633,12395,2025-08-29,Delivered,UPI,Chennai,Delhi
O002634,12045,2025-03-22,Delivered,UPI,Lucknow,Rajasthan
O002635,12372,2025-06-20,Delivered,COD,Jaipur,Tamil Nadu
O002636,10239,2025-10-05,Delivered,UPI,Lucknow,Karnataka
O002637,11421,2024-06-27,Delivered,UPI,Chennai,West Bengal
O002638,12385,2025-01-29,Shipped,UPI,Ahmedabad,Tamil Nadu
O002639,10341,2024-05-24,Delivered,UPI,Chennai,Karnataka
O002640,10892,2024-07-16,Delivered,UPI,Ludhiana,Gujarat
O002641,11487,2024-03-24,Delivered,Debit Card,Kolkata,Kerala
O002642,10462,2025-10-30,Delivered,Debit Card,Kochi,Maharashtra
O002643,11317,2024-03-25,Shipped,COD,Chennai,Haryana
O002644,10798,2025-04-01,Delivered,Net Banking,Ahmedabad,Kerala
O002645,10733,2025-04-20,Cancelled,COD,Chennai,Rajasthan
O002646,10162,2024-09-09,Returned,Credit Card,Hyderabad,Kerala
O002647,12496,2024-03-12,Delivered,COD,Kochi,Uttar Pradesh
O002648,11479,2024-08-10,Shipped,COD,Jaipur,Haryana
O002649,12313,2024-10-02,Delivered,UPI,Delhi,Kerala
O002650,11010,2024-09-02,Delivered,UPI,Delhi,Delhi
O002651,10132,2024-12-06,Delivered,UPI,Hyderabad,Delhi
O002652,11858,2025-07-26,Delivered,Net Banking,Delhi,Tamil Nadu
O002653,12168,2025-04-15,Returned,UPI,Chennai,Delhi
O002654,11916,2025-03-29,Delivered,Credit Card,Hyderabad,Uttar Pradesh
O002655,11243,2024-01-07,Delivered,Debit Card,Gurugram,Uttar Pradesh
O002656,10672,2024-07-06,Delivered,Credit Card,Ahmedabad,Gujarat
O002657,10505,2024-01-04,Delivered,Net Banking,Gurugram,Rajasthan
O002658,12157,2025-10-06,Delivered,UPI,Ludhiana,Telangana
O002659,11262,2024-05-04,Shipped,COD,Hyderabad,Maharashtra
O002660,10293,2024-01-15,Delivered,Debit Card,Hyderabad,Karnataka
O002661,12011,2025-06-08,Cancelled,Net Banking,Chennai,Haryana
O002662,10828,2025-09-21,Cancelled,Credit Card,Kolkata,Haryana
O002663,10187,2024-08-27,Delivered,UPI,Hyderabad,Maharashtra
O002664,11060,2024-12-25,Delivered,Net Banking,Hyderabad,Kerala
O002665,12304,2025-06-01,Delivered,Net Banking,Kolkata,Rajasthan
O002666,11459,2024-11-15,Cancelled,COD,Bengaluru,Rajasthan
O002667,11643,2024-08-18,Delivered,COD,Kolkata,Rajasthan
O002668,11032,2024-01-30,Delivered,COD,Mumbai,Uttar Pradesh
O002669,11202,2025-06-17,Delivered,Credit Card,Delhi,Punjab
O002670,12089,2024-06-04,Delivered,COD,Hyderabad,Kerala
O002671,12161,2025-09-21,Delivered,Net Banking,Gurugram,Telangana
O002672,10854,2025-12-05,Delivered,Net Banking,Bengaluru,Rajasthan
O002673,12126,2025-02-02,Delivered,Net Banking,Mumbai,Haryana
O002674,10719,2024-12-11,Delivered,Debit Card,Delhi,Tamil Nadu
O002675,11847,2024-07-13,Delivered,Debit Card,Lucknow,Punjab
O002676,10878,2024-06-16,Delivered,Credit Card,Hyderabad,Gujarat
O002677,10402,2025-01-11,Shipped,COD,Lucknow,Delhi
O002678,10064,2025-05-03,Delivered,Net Banking,Kolkata,Maharashtra
O002679,11449,2024-12-27,Delivered,COD,Delhi,Maharashtra
O002680,10373,2025-04-26,Delivered,Net Banking,Lucknow,Maharashtra
O002681,10306,2024-08-31,Delivered,Debit Card,Jaipur,Uttar Pradesh
O002682,12257,2025-08-03,Delivered,Net Banking,Kochi,Karnataka
O002683,10932,2025-08-29,Delivered,Credit Card,Chennai,Uttar Pradesh
O002684,11991,2025-08-11,Cancelled,UPI,Delhi,Haryana
O002685,11416,2024-06-19,Delivered,Net Banking,Mumbai,Rajasthan
O002686,10362,2025-05-27,Delivered,Credit Card,Bengaluru,Kerala
O002687,11288,2025-02-09,Returned,Debit Card,Ludhiana,Haryana
O002688,10716,2025-07-27,Delivered,Debit Card,Hyderabad,Karnataka
O002689,11646,2024-07-25,Delivered,UPI,Chennai,Telangana
O002690,10543,2024-06-02,Delivered,COD,Kochi,Uttar Pradesh
O002691,11548,2024-02-17,Returned,COD,Hyderabad,Haryana
O002692,11663,2025-10-10,Delivered,Net Banking,Kolkata,Tamil Nadu
O002693,12242,2024-01-01,Delivered,Debit Card,Ahmedabad,Uttar Pradesh
O002694,10652,2025-02-10,Delivered,Credit Card,Kolkata,Maharashtra
O002695,11051,2024-04-16,Cancelled,UPI,Mumbai,Rajasthan
O002696,11070,2024-06-21,Delivered,COD,Kolkata,Haryana
O002697,10647,2025-05-20,Delivered,Net Banking,Jaipur,Telangana
O002698,11853,2024-05-09,Delivered,Net Banking,Ludhiana,Maharashtra
O002699,11082,2025-02-01,Delivered,Debit Card,Kochi,Maharashtra
O002700,10949,2024-10-20,Delivered,Credit Card,Delhi,Delhi
O002701,10961,2025-07-05,Shipped,Credit Card,Lucknow,Kerala
O002702,12097,2025-03-22,Delivered,COD,Bengaluru,Delhi
O002703,10803,2024-01-16,Delivered,Net Banking,Ludhiana,Delhi
O002704,11681,2025-09-30,Delivered,Debit Card,Lucknow,Karnataka
O002705,11608,2024-12-14,Delivered,Credit Card,Jaipur,Punjab
O002706,11403,2024-07-21,Delivered,Net Banking,Lucknow,Rajasthan
O002707,12058,2024-05-13,Returned,Credit Card,Delhi,Punjab
O002708,10726,2025-06-09,Delivered,UPI,Mumbai,Rajasthan
O002709,12272,2025-05-22,Delivered,Credit Card,Hyderabad,Kerala
O002710,11405,2024-03-06,Delivered,Credit Card,Mumbai,Kerala
O002711,10203,2025-04-24,Delivered,Net Banking,Delhi,Karnataka
O002712,10942,2025-04-03,Delivered,Credit Card,Delhi,Rajasthan
O002713,10589,2024-12-07,Delivered,Credit Card,Bengaluru,Kerala
O002714,10571,2025-12-07,Delivered,UPI,Ludhiana,Karnataka
O002715,10196,2025-09-17,Delivered,Credit Card,Lucknow,Maharashtra
O002716,11346,2024-06-07,Delivered,Credit Card,Lucknow,Uttar Pradesh
O002717,10418,2024-06-09,Delivered,Net Banking,Hyderabad,Tamil Nadu
O002718,11643,2024-09-10,Shipped,Debit Card,Gurugram,Maharashtra
O002719,11366,2025-06-10,Delivered,UPI,Kolkata,Maharashtra
O002720,10009,2025-07-02,Cancelled,Credit Card,Chennai,Kerala
O002721,10532,2024-06-03,Delivered,Debit Card,Chennai,Rajasthan
O002722,10149,2025-04-30,Delivered,Net Banking,Ahmedabad,Karnataka
O002723,12431,2025-03-07,Returned,UPI,Mumbai,Maharashtra
O002724,11553,2024-01-27,Delivered,Net Banking,Chennai,Gujarat
O002725,11036,2024-01-12,Delivered,Debit Card,Chennai,Kerala
O002726,10476,2024-03-07,Delivered,UPI,Kochi,Kerala
O002727,11618,2025-06-25,Shipped,Credit Card,Ahmedabad,Karnataka
O002728,11980,2024-04-05,Delivered,Debit Card,Chennai,Rajasthan
O002729,11077,2024-08-02,Delivered,Net Banking,Ahmedabad,Gujarat
O002730,10206,2024-07-12,Delivered,UPI,Ludhiana,Gujarat
O002731,10745,2025-10-08,Shipped,Debit Card,Kochi,Gujarat
O002732,10913,2024-10-16,Delivered,Debit Card,Bengaluru,Maharashtra
O002733,10054,2025-06-27,Delivered,Net Banking,Delhi,Karnataka
O002734,11604,2024-02-08,Delivered,Net Banking,Jaipur,Gujarat
O002735,11827,2024-07-24,Shipped,Credit Card,Ludhiana,Punjab
O002736,10344,2025-07-08,Delivered,Credit Card,Bengaluru,Punjab
O002737,11193,2025-04-28,Delivered,Debit Card,Hyderabad,Tamil Nadu
O002738,11933,2024-12-02,Shipped,Net Banking,Lucknow,Uttar Pradesh
O002739,11185,2025-05-10,Delivered,Debit Card,Lucknow,Haryana
O002740,10703,2024-09-05,Delivered,COD,Lucknow,Punjab
O002741,11311,2024-03-14,Returned,Net Banking,Bengaluru,Delhi
O002742,11899,2025-01-07,Cancelled,COD,Kochi,Delhi
O002743,12460,2025-12-02,Delivered,COD,Lucknow,Haryana
O002744,10199,2024-05-17,Delivered,Net Banking,Ludhiana,Kerala
O002745,10389,2025-04-01,Delivered,Credit Card,Mumbai,Maharashtra
O002746,10474,2025-03-19,Returned,Debit Card,Kochi,Telangana
O002747,11405,2024-12-18,Returned,UPI,Kolkata,Rajasthan
O002748,10765,2025-02-14,Delivered,UPI,Gurugram,Delhi
O002749,11655,2025-11-08,Delivered,Net Banking,Kolkata,Delhi
O002750,10592,2025-06-21,Cancelled,Credit Card,Hyderabad,West Bengal
O002751,11849,2025-03-28,Delivered,Credit Card,Ahmedabad,Kerala
O002752,11096,2025-02-22,Delivered,Credit Card,Gurugram,Tamil Nadu
O002753,10982,2025-03-25,Delivered,UPI,Kolkata,Delhi
O002754,10168,2025-08-07,Delivered,COD,Mumbai,Rajasthan
O002755,10284,2024-04-24,Cancelled,UPI,Gurugram,Delhi
O002756,11199,2024-02-20,Cancelled,Credit Card,Gurugram,Karnataka
O002757,11244,2025-01-03,Delivered,UPI,Kolkata,Rajasthan
O002758,10891,2025-11-13,Delivered,UPI,Gurugram,Delhi
O002759,12182,2025-05-29,Delivered,Debit Card,Hyderabad,Karnataka
O002760,11655,2024-07-28,Shipped,Net Banking,Chennai,Uttar Pradesh
O002761,10122,2025-09-18,Delivered,COD,Chennai,Karnataka
O002762,10833,2025-11-09,Delivered,Debit Card,Bengaluru,Rajasthan
O002763,11923,2025-03-10,Delivered,Net Banking,Kolkata,Telangana
O002764,11022,2024-08-14,Delivered,Credit Card,Lucknow,Tamil Nadu
O002765,11994,2025-10-24,Delivered,Debit Card,Kochi,Telangana
O002766,10895,2024-09-24,Returned,Net Banking,Hyderabad,Uttar Pradesh
O002767,11516,2024-04-25,Delivered,Debit Card,Jaipur,Karnataka
O002768,10289,2025-08-22,Delivered,UPI,Gurugram,Rajasthan
O002769,11077,2024-12-25,Delivered,UPI,Kolkata,Uttar Pradesh
O002770,11372,2024-11-24,Delivered,Debit Card,Kolkata,Telangana
O002771,11075,2024-02-09,Delivered,Debit Card,Hyderabad,Kerala
O002772,10839,2024-06-30,Delivered,COD,Lucknow,Tamil Nadu
O002773,10040,2025-05-04,Cancelled,Credit Card,Hyderabad,Kerala
O002774,12298,2024-07-27,Delivered,UPI,Gurugram,Rajasthan
O002775,12266,2024-09-29,Delivered,Debit Card,Kolkata,Telangana
O002776,10179,2024-04-28,Delivered,Net Banking,Hyderabad,Uttar Pradesh
O002777,10183,2025-01-16,Shipped,Credit Card,Hyderabad,Rajasthan
O002778,11760,2025-06-19,Delivered,Net Banking,Jaipur,Karnataka
O002779,11188,2024-09-14,Shipped,Credit Card,Delhi,Gujarat
O002780,11770,2025-04-27,Delivered,Net Banking,Chennai,Maharashtra
O002781,11401,2025-05-23,Delivered,UPI,Kochi,Delhi
O002782,10705,2024-04-01,Delivered,Debit Card,Ludhiana,Maharashtra
O002783,10497,2024-06-09,Returned,Debit Card,Lucknow,Karnataka
O002784,10597,2024-05-28,Delivered,COD,Bengaluru,Uttar Pradesh
O002785,10474,2024-04-26,Delivered,Debit Card,Gurugram,Gujarat
O002786,10685,2025-04-02,Delivered,UPI,Mumbai,Uttar Pradesh
O002787,11061,2025-07-18,Delivered,Credit Card,Kochi,Kerala
O002788,11623,2024-02-14,Delivered,Credit Card,Bengaluru,Rajasthan
O002789,11665,2024-08-21,Delivered,Debit Card,Chennai,Delhi
O002790,10319,2025-01-09,Delivered,Net Banking,Bengaluru,Maharashtra
O002791,11436,2025-06-30,Delivered,Debit Card,Kochi,Kerala
O002792,12404,2024-07-15,Delivered,Credit Card,Gurugram,Rajasthan
O002793,11695,2024-01-25,Delivered,COD,Mumbai,Gujarat
O002794,11989,2025-01-29,Delivered,Credit Card,Hyderabad,Delhi
O002795,10229,2025-12-14,Delivered,Net Banking,Jaipur,West Bengal
O002796,10729,2024-02-05,Delivered,Net Banking,Gurugram,Gujarat
O002797,11288,2025-04-18,Delivered,COD,Lucknow,Gujarat
O002798,11511,2024-08-10,Delivered,Net Banking,Hyderabad,Uttar Pradesh
O002799,10561,2025-06-13,Delivered,Debit Card,Delhi,West Bengal
O002800,11376,2024-07-06,Delivered,Debit Card,Ludhiana,Rajasthan
O002801,11466,2025-02-05,Delivered,Credit Card,Chennai,Gujarat
O002802,10025,2024-09-13,Delivered,UPI,Hyderabad,Telangana
O002803,11155,2025-10-15,Delivered,Debit Card,Hyderabad,Punjab
O002804,10370,2024-05-15,Delivered,Debit Card,Bengaluru,Kerala
O002805,11460,2025-08-13,Delivered,COD,Kochi,Telangana
O002806,11012,2025-03-19,Delivered,Debit Card,Kolkata,Uttar Pradesh
O002807,10611,2025-02-21,Delivered,Credit Card,Kolkata,Karnataka
O002808,11376,2024-10-18,Shipped,COD,Ludhiana,Maharashtra
O002809,11826,2025-07-27,Delivered,Debit Card,Lucknow,Gujarat
O002810,12036,2024-05-08,Returned,Credit Card,Chennai,Karnataka
O002811,11221,2024-12-06,Delivered,COD,Delhi,Rajasthan
O002812,12157,2024-09-13,Shipped,UPI,Kochi,Uttar Pradesh
O002813,11884,2025-12-24,Delivered,Credit Card,Bengaluru,Delhi
O002814,11947,2025-07-19,Cancelled,Debit Card,Kochi,Tamil Nadu
O002815,10720,2025-11-17,Delivered,COD,Hyderabad,Kerala
O002816,11106,2024-04-09,Delivered,UPI,Gurugram,Gujarat
O002817,11561,2024-02-08,Delivered,Credit Card,Lucknow,Kerala
O002818,12480,2024-09-19,Returned,UPI,Ludhiana,Karnataka
O002819,11921,2024-05-29,Returned,Credit Card,Kolkata,Delhi
O002820,10636,2025-09-24,Delivered,Debit Card,Chennai,Telangana
O002821,11173,2025-11-20,Delivered,Credit Card,Kochi,Gujarat
O002822,11754,2024-11-25,Delivered,Debit Card,Jaipur,Haryana
O002823,12415,2024-04-29,Delivered,Credit Card,Ludhiana,Uttar Pradesh
O002824,12462,2025-08-06,Delivered,COD,Kochi,Karnataka
O002825,11927,2024-08-06,Returned,Credit Card,Hyderabad,Rajasthan
O002826,10356,2024-05-02,Delivered,Credit Card,Ludhiana,Maharashtra
O002827,12059,2024-08-31,Delivered,Net Banking,Delhi,Kerala
O002828,11440,2025-08-09,Delivered,Net Banking,Delhi,Haryana
O002829,11595,2025-06-01,Delivered,Credit Card,Hyderabad,Gujarat
O002830,11676,2024-01-21,Delivered,Net Banking,Bengaluru,Kerala
O002831,11871,2024-07-08,Delivered,Debit Card,Kolkata,West Bengal
O002832,11146,2024-08-12,Delivered,Net Banking,Kochi,West Bengal
O002833,12113,2025-09-06,Delivered,Credit Card,Ludhiana,Kerala
O002834,10125,2025-04-10,Delivered,UPI,Kochi,West Bengal
O002835,10312,2024-04-08,Delivered,UPI,Bengaluru,Telangana
O002836,10775,2024-12-28,Cancelled,Credit Card,Mumbai,Maharashtra
O002837,11474,2024-03-23,Delivered,Credit Card,Ahmedabad,Karnataka
O002838,11832,2025-11-23,Shipped,UPI,Ludhiana,Kerala
O002839,10694,2025-10-25,Delivered,COD,Delhi,Punjab
O002840,11183,2024-02-25,Delivered,Net Banking,Bengaluru,Haryana
O002841,11377,2025-12-02,Delivered,COD,Kochi,Tamil Nadu
O002842,11844,2024-01-22,Delivered,Debit Card,Delhi,Tamil Nadu
O002843,10990,2025-08-02,Cancelled,UPI,Jaipur,Kerala
O002844,11753,2024-07-03,Delivered,UPI,Bengaluru,Kerala
O002845,12454,2025-06-05,Delivered,COD,Hyderabad,Gujarat
O002846,11717,2025-07-31,Delivered,Debit Card,Lucknow,Maharashtra
O002847,11627,2024-09-20,Delivered,COD,Chennai,West Bengal
O002848,10890,2024-08-12,Delivered,Debit Card,Gurugram,Rajasthan
O002849,11379,2025-09-26,Delivered,Credit Card,Hyderabad,Rajasthan
O002850,10489,2024-02-07,Delivered,Credit Card,Bengaluru,Kerala
O002851,12287,2024-05-02,Delivered,UPI,Chennai,Rajasthan
O002852,10180,2024-06-04,Delivered,Credit Card,Delhi,Telangana
O002853,11443,2024-10-27,Delivered,COD,Delhi,Gujarat
O002854,11708,2024-03-07,Delivered,Debit Card,Gurugram,Kerala
O002855,12365,2025-10-06,Delivered,UPI,Gurugram,Maharashtra
O002856,11268,2025-01-28,Delivered,Credit Card,Kolkata,Punjab
O002857,10232,2025-10-13,Delivered,UPI,Ahmedabad,Rajasthan
O002858,11813,2025-08-16,Delivered,UPI,Kolkata,Karnataka
O002859,11613,2025-07-23,Returned,Debit Card,Hyderabad,Punjab
O002860,11327,2025-10-22,Delivered,COD,Mumbai,Maharashtra
O002861,10331,2025-02-08,Delivered,COD,Lucknow,Delhi
O002862,10561,2025-03-24,Shipped,Net Banking,Kochi,Maharashtra
O002863,10248,2024-05-10,Delivered,COD,Mumbai,West Bengal
O002864,10283,2024-03-09,Delivered,Credit Card,Lucknow,Delhi
O002865,11311,2024-12-10,Delivered,Net Banking,Ludhiana,Maharashtra
O002866,10940,2024-11-15,Shipped,Net Banking,Delhi,Tamil Nadu
O002867,12080,2024-06-25,Shipped,Net Banking,Kolkata,Uttar Pradesh
O002868,11524,2025-08-06,Delivered,Net Banking,Bengaluru,Telangana
O002869,10530,2025-06-12,Delivered,COD,Hyderabad,Punjab
O002870,10381,2024-06-08,Delivered,Net Banking,Kochi,Haryana
O002871,10063,2025-08-04,Delivered,Credit Card,Bengaluru,Karnataka
O002872,10128,2025-09-16,Delivered,Credit Card,Mumbai,Gujarat
O002873,11552,2025-06-16,Delivered,UPI,Bengaluru,Punjab
O002874,12211,2024-05-14,Delivered,Credit Card,Ahmedabad,Tamil Nadu
O002875,10295,2024-04-20,Shipped,UPI,Kolkata,Delhi
O002876,10179,2024-10-09,Delivered,Credit Card,Delhi,Delhi
O002877,10229,2025-06-03,Delivered,Net Banking,Hyderabad,Delhi
O002878,10883,2025-12-19,Shipped,Debit Card,Hyderabad,Gujarat
O002879,10394,2024-07-12,Cancelled,Net Banking,Ludhiana,Punjab
O002880,10072,2024-02-16,Delivered,COD,Gurugram,Tamil Nadu
O002881,10318,2024-12-07,Delivered,UPI,Delhi,Telangana
O002882,10595,2024-08-29,Delivered,Debit Card,Kolkata,Telangana
O002883,10379,2025-06-05,Shipped,Credit Card,,Kerala
O002884,10907,2025-01-04,Delivered,Net Banking,Ludhiana,Gujarat
O002885,10136,2024-05-10,Delivered,UPI,Chennai,West Bengal
O002886,11402,2024-09-26,Delivered,UPI,Mumbai,Uttar Pradesh
O002887,11143,2024-03-01,Delivered,Credit Card,Kolkata,Karnataka
O002888,10906,2024-06-12,Shipped,UPI,,Rajasthan
O002889,10530,2025-06-08,Delivered,Credit Card,Mumbai,Delhi
O002890,10523,2024-09-28,Delivered,Credit Card,Bengaluru,Punjab
O002891,10387,2025-12-20,Delivered,Net Banking,Ahmedabad,Haryana
O002892,10573,2024-05-12,Delivered,UPI,Hyderabad,Gujarat
O002893,10644,2024-08-31,Delivered,COD,Gurugram,Haryana
O002894,11293,2025-03-09,Shipped,COD,Mumbai,Delhi
O002895,10547,2024-02-07,Returned,Net Banking,Kochi,Punjab
O002896,11510,2025-07-21,Delivered,Net Banking,Kochi,Karnataka
O002897,12486,2024-11-14,Delivered,Credit Card,Lucknow,Telangana
O002898,11587,2025-05-24,Returned,COD,Ahmedabad,Telangana
O002899,10555,2025-01-10,Delivered,UPI,Mumbai,Punjab
O002900,11764,2025-07-13,Returned,COD,Gurugram,Telangana
O002901,12159,2025-09-08,Delivered,Net Banking,Kochi,Telangana
O002902,12225,2025-04-18,Delivered,Net Banking,Delhi,Kerala
O002903,11575,2024-02-28,Delivered,Credit Card,Ahmedabad,Rajasthan
O002904,10624,2025-08-11,Shipped,UPI,Gurugram,Telangana
O002905,11989,2025-05-13,Cancelled,Net Banking,Jaipur,Kerala
O002906,10944,2024-08-05,Delivered,UPI,Lucknow,Kerala
O002907,10473,2025-07-20,Delivered,COD,Jaipur,Punjab
O002908,11587,2025-07-20,Delivered,Credit Card,Chennai,Kerala
O002909,10994,2024-05-08,Delivered,COD,Kochi,Punjab
O002910,11122,2025-01-17,Delivered,Net Banking,Chennai,Maharashtra
O002911,11435,2025-01-22,Delivered,Net Banking,Jaipur,West Bengal
O002912,10170,2024-03-25,Delivered,UPI,Kochi,Telangana
O002913,11014,2025-05-24,Delivered,Net Banking,Lucknow,Kerala
O002914,10056,2025-12-26,Delivered,UPI,Kolkata,West Bengal
O002915,11757,2025-09-18,Delivered,Debit Card,Delhi,Telangana
O002916,12373,2025-03-12,Delivered,Net Banking,Kochi,Gujarat
O002917,10658,2024-10-19,Cancelled,COD,Gurugram,Haryana
O002918,10957,2024-02-18,Delivered,COD,Jaipur,Kerala
O002919,10260,2024-03-07,Delivered,UPI,Mumbai,Uttar Pradesh
O002920,10641,2024-05-08,Delivered,Debit Card,Jaipur,Punjab
O002921,12388,2024-01-29,Cancelled,Net Banking,Hyderabad,Delhi
O002922,10404,2024-12-08,Delivered,Credit Card,Bengaluru,Karnataka
O002923,10795,2025-06-28,Delivered,Credit Card,Lucknow,Karnataka
O002924,11562,2024-04-28,Returned,COD,Ahmedabad,Haryana
O002925,11184,2025-11-22,Delivered,Net Banking,Hyderabad,Karnataka
O002926,10714,2025-10-24,Delivered,Credit Card,Hyderabad,Punjab
O002927,12392,2024-05-12,Delivered,UPI,Chennai,West Bengal
O002928,11397,2024-11-22,Shipped,Net Banking,Ahmedabad,Maharashtra
O002929,11958,2024-07-03,Delivered,COD,Gurugram,Kerala
O002930,12094,2025-05-20,Delivered,Debit Card,Jaipur,Maharashtra
O002931,11753,2025-10-07,Delivered,UPI,Bengaluru,Gujarat
O002932,10904,2025-11-19,Delivered,UPI,Ahmedabad,Tamil Nadu
O002933,12103,2025-06-17,Returned,Net Banking,Hyderabad,Karnataka
O002934,11102,2024-08-28,Delivered,Debit Card,Mumbai,Kerala
O002935,11695,2025-08-11,Delivered,UPI,Mumbai,Uttar Pradesh
O002936,10856,2025-12-16,Returned,Debit Card,Delhi,Haryana
O002937,11296,2025-05-30,Delivered,COD,Delhi,Karnataka
O002938,10660,2024-06-13,Delivered,UPI,Kochi,West Bengal
O002939,10111,2025-10-01,Delivered,Credit Card,Lucknow,Maharashtra
O002940,11039,2025-07-10,Delivered,COD,Jaipur,Haryana
O002941,12126,2024-08-05,Delivered,COD,Mumbai,Karnataka
O002942,10501,2025-10-09,Delivered,UPI,Ludhiana,Punjab
O002943,10418,2025-11-10,Delivered,Credit Card,Jaipur,Uttar Pradesh
O002944,11864,2025-08-27,Delivered,Debit Card,Hyderabad,Gujarat
O002945,10275,2024-01-05,Delivered,Credit Card,Gurugram,Haryana
O002946,11221,2025-10-29,Delivered,COD,Hyderabad,Punjab
O002947,11755,2024-03-21,Delivered,UPI,Delhi,Maharashtra
O002948,11769,2024-09-03,Delivered,Credit Card,Kochi,Delhi
O002949,11134,2025-05-07,Delivered,Credit Card,Delhi,Karnataka
O002950,12242,2025-10-10,Returned,COD,Jaipur,Gujarat
O002951,11543,2025-01-20,Returned,Debit Card,Ahmedabad,Uttar Pradesh
O002952,11968,2025-07-28,Delivered,Credit Card,Delhi,Delhi
O002953,10799,2024-11-02,Returned,Credit Card,Mumbai,Telangana
O002954,11964,2025-09-19,Returned,Net Banking,Delhi,Haryana
O002955,12349,2025-09-16,Delivered,COD,Kolkata,Delhi
O002956,12197,2025-06-26,Delivered,Net Banking,Kolkata,Gujarat
O002957,10769,2024-01-07,Returned,COD,Jaipur,Gujarat
O002958,11485,2025-05-29,Delivered,COD,Mumbai,Uttar Pradesh
O002959,10139,2025-07-21,Delivered,Net Banking,Jaipur,Tamil Nadu
O002960,10861,2024-03-13,Delivered,Debit Card,Kolkata,Punjab
O002961,11860,2024-01-10,Delivered,Debit Card,Jaipur,Delhi
O002962,12340,2025-07-26,Delivered,COD,Chennai,Kerala
O002963,10335,2025-07-15,Delivered,Net Banking,Gurugram,Rajasthan
