payment_id,order_id,payment_date,payment_method,payment_status
PAY0002614,O002614,2025-10-28,Credit Card,Paid
PAY0002615,O002615,2025-08-21,Net Banking,Paid
PAY0002616,O002616,2024-02-02,Credit Card,Paid
PAY0002617,O002617,2024-03-08,COD,Paid
PAY0002618,O002618,2024-07-05,Net Banking,Paid
PAY0002619,O002619,2024-07-10,Credit Card,Paid
PAY0002620,O002620,2024-07-31,COD,Pending
PAY0002621,O002621,2025-08-22,UPI,Paid
PAY0002622,O002622,2025-03-03,COD,Paid
PAY0002623,O002623,2024-12-16,Credit Card,Paid
PAY0002624,O002624,2024-04-17,Net Banking,Paid
PAY0002625,O002625,2024-08-27,Net Banking,Paid
PAY0002626,O002626,2024-08-03,UPI,Paid
PAY0002627,O002627,2024-06-25,Credit Card,Paid
PAY0002628,O002628,2025-07-18,UPI,Paid
PAY0002629,O002629,2024-11-25,Debit Card,Paid
PAY0002630,O002630,2025-07-14,COD,Paid
PAY0002631,O002631,2025-09-17,Debit Card,Paid
PAY0002632,O002632,2025-03-25,Debit Card,Paid
PAY0002633,O002633,2025-08-29,UPI,Pending
PAY0002634,O002634,2025-03-22,UPI,Paid
PAY0002635,O002635,2025-06-20,COD,Paid
PAY0002636,O002636,2025-10-05,UPI,Paid
PAY0002637,O002637,2024-06-27,UPI,Paid
PAY0002638,O002638,2025-01-29,UPI,Paid
PAY0002639,O002639,2024-05-24,UPI,Paid
PAY0002640,O002640,2024-07-16,UPI,Paid
PAY0002641,O002641,2024-03-24,Debit Card,Paid
PAY0002642,O002642,2025-10-30,Debit Card,Pending
PAY0002643,O002643,2024-03-25,COD,Paid
PAY0002644,O002644,2025-04-01,Net Banking,Paid
PAY0002645,O002645,2025-04-20,COD,Failed
PAY0002646,O002646,2024-09-09,Credit Card,Paid
PAY0002647,O002647,2024-03-12,COD,Paid
PAY0002648,O002648,2024-08-10,COD,Paid
PAY0002649,O002649,2024-10-02,UPI,Paid
PAY0002650,O002650,2024-09-02,UPI,Paid
PAY0002651,O002651,2024-12-06,UPI,Paid
PAY0002652,O002652,2025-07-26,Net Banking,Paid
PAY0002653,O002653,2025-04-15,UPI,Refunded
PAY0002654,O002654,2025-03-29,Credit Card,Paid
PAY0002655,O002655,2024-01-07,Debit Card,Paid
PAY0002656,O002656,2024-07-06,Credit Card,Paid
PAY0002657,O002657,2024-01-04,Net Banking,Paid
PAY0002658,O002658,2025-10-06,UPI,Paid
PAY0002659,O002659,2024-05-04,COD,Paid
PAY0002660,O002660,2024-01-15,Debit Card,Paid
PAY0002661,O002661,2025-06-08,Net Banking,Failed
PAY0002662,O002662,2025-09-21,Credit Card,Failed
PAY0002663,O002663,2024-08-27,UPI,Paid
PAY0002664,O002664,2024-12-25,Net Banking,Paid
PAY0002665,O002665,2025-06-01,Net Banking,Paid
PAY0002666,O002666,2024-11-15,COD,Failed
PAY0002667,O002667,2024-08-18,COD,Paid
PAY0002668,O002668,2024-01-30,COD,Paid
PAY0002669,O002669,2025-06-17,Credit Card,Paid
PAY0002670,O002670,2024-06-04,COD,Paid
PAY0002671,O002671,2025-09-21,Net Banking,Paid
PAY0002672,O002672,2025-12-05,Net Banking,Paid
PAY0002673,O002673,2025-02-02,Net Banking,Pending
PAY0002674,O002674,2024-12-11,Debit Card,Paid
PAY0002675,O002675,2024-07-13,Debit Card,Paid
PAY0002676,O002676,2024-06-16,Credit Card,Refunded
PAY0002677,O002677,2025-01-11,COD,Paid
PAY0002678,O002678,2025-05-03,Net Banking,Paid
PAY0002679,O002679,2024-12-27,COD,Paid
PAY0002680,O002680,2025-04-26,Net Banking,Paid
PAY0002681,O002681,2024-08-31,Debit Card,Paid
PAY0002682,O002682,2025-08-03,Net Banking,Paid
PAY0002683,O002683,2025-08-29,Credit Card,Paid
PAY0002684,O002684,2025-08-11,UPI,Failed
PAY0002685,O002685,2024-06-19,Net Banking,Pending
PAY0002686,O002686,2025-05-27,Credit Card,Paid
PAY0002687,O002687,2025-02-09,Debit Card,Paid
PAY0002688,O002688,2025-07-27,Debit Card,Paid
PAY0002689,O002689,2024-07-25,UPI,Refunded
PAY0002690,O002690,2024-06-02,COD,Paid
PAY0002691,O002691,2024-02-17,COD,Paid
PAY0002692,O002692,2025-10-10,Net Banking,Paid
PAY0002693,O002693,2024-01-01,Debit Card,Paid
PAY0002694,O002694,2025-02-10,Credit Card,Paid
PAY0002695,O002695,2024-04-16,UPI,Failed
PAY0002696,O002696,2024-06-21,COD,Paid
PAY0002697,O002697,2025-05-20,Net Banking,Paid
PAY0002698,O002698,2024-05-09,Net Banking,Paid
PAY0002699,O002699,2025-02-01,Debit Card,Refunded
PAY0002700,O002700,2024-10-20,Credit Card,Paid
PAY0002701,O002701,2025-07-05,Credit Card,Paid
PAY0002702,O002702,2025-03-22,COD,Paid
PAY0002703,O002703,2024-01-16,Net Banking,Paid
PAY0002704,O002704,2025-09-30,Debit Card,Paid
PAY0002705,O002705,2024-12-14,Credit Card,Paid
PAY0002706,O002706,2024-07-21,Net Banking,Paid
PAY0002707,O002707,2024-05-13,Credit Card,Paid
PAY0002708,O002708,2025-06-09,UPI,Paid
PAY0002709,O002709,2025-05-22,Credit Card,Paid
PAY0002710,O002710,2024-03-06,Credit Card,Paid
PAY0002711,O002711,2025-04-24,Net Banking,Paid
PAY0002712,O002712,2025-04-03,Credit Card,Paid
PAY0002713,O002713,2024-12-07,Credit Card,Paid
PAY0002714,O002714,2025-12-07,UPI,Paid
PAY0002715,O002715,2025-09-17,Credit Card,Paid
PAY0002716,O002716,2024-06-07,Credit Card,Paid
PAY0002717,O002717,2024-06-09,Net Banking,Paid
PAY0002718,O002718,2024-09-10,Debit Card,Paid
PAY0002719,O002719,2025-06-10,UPI,Paid
PAY0002720,O002720,2025-07-02,Credit Card,Failed
PAY0002721,O002721,2024-06-03,Debit Card,Paid
PAY0002722,O002722,2025-04-30,Net Banking,Paid
PAY0002723,O002723,2025-03-07,UPI,Paid
PAY0002724,O002724,2024-01-27,Net Banking,Paid
PAY0002725,O002725,2024-01-12,Debit Card,Refunded
PAY0002726,O002726,2024-03-07,UPI,Paid
PAY0002727,O002727,2025-06-25,Credit Card,Paid
PAY0002728,O002728,2024-04-05,Debit Card,Refunded
PAY0002729,O002729,2024-08-02,Net Banking,Paid
PAY0002730,O002730,2024-07-12,UPI,Paid
PAY0002731,O002731,2025-10-08,Debit Card,Paid
PAY0002732,O002732,2024-10-16,Debit Card,Paid
PAY0002733,O002733,2025-06-27,Net Banking,Refunded
PAY0002734,O002734,2024-02-08,Net Banking,Paid
PAY0002735,O002735,2024-07-24,Credit Card,Refunded
PAY0002736,O002736,2025-07-08,Credit Card,Pending
PAY0002737,O002737,2025-04-28,Debit Card,Paid
PAY0002738,O002738,2024-12-02,Net Banking,Paid
PAY0002739,O002739,2025-05-10,Debit Card,Paid
PAY0002740,O002740,2024-09-05,COD,Paid
PAY0002741,O002741,2024-03-14,Net Banking,Paid
PAY0002742,O002742,2025-01-07,COD,Failed
PAY0002743,O002743,2025-12-02,COD,Paid
PAY0002744,O002744,2024-05-17,Net Banking,Paid
PAY0002745,O002745,2025-04-01,Credit Card,Paid
PAY0002746,O002746,2025-03-19,Debit Card,Paid
PAY0002747,O002747,2024-12-18,UPI,Paid
PAY0002748,O002748,2025-02-14,UPI,Paid
PAY0002749,O002749,2025-11-08,Net Banking,Paid
PAY0002750,O002750,2025-06-21,Credit Card,Failed
PAY0002751,O002751,2025-03-28,Credit Card,Paid
PAY0002752,O002752,2025-02-22,Credit Card,Paid
PAY0002753,O002753,2025-03-25,UPI,Paid
PAY0002754,O002754,2025-08-07,COD,Paid
PAY0002755,O002755,2024-04-24,UPI,Failed
PAY0002756,O002756,2024-02-20,Credit Card,Failed
PAY0002757,O002757,2025-01-03,UPI,Paid
PAY0002758,O002758,2025-11-13,UPI,Paid
PAY0002759,O002759,2025-05-29,Debit Card,Paid
PAY0002760,O002760,2024-07-28,Net Banking,Paid
PAY0002761,O002761,2025-09-18,COD,Paid
PAY0002762,O002762,2025-11-09,Debit Card,Pending
PAY0002763,O002763,2025-03-10,Net Banking,Paid
PAY0002764,O002764,2024-08-14,Credit Card,Paid
PAY0002765,O002765,2025-10-24,Debit Card,Paid
PAY0002766,O002766,2024-09-24,Net Banking,Paid
PAY0002767,O002767,2024-04-25,Debit Card,Paid
PAY0002768,O002768,2025-08-22,UPI,Refunded
PAY0002769,O002769,2024-12-25,UPI,Paid
PAY0002770,O002770,2024-11-24,Debit Card,Pending
PAY0002771,O002771,2024-02-09,Debit Card,Paid
PAY0002772,O002772,2024-06-30,COD,Paid
PAY0002773,O002773,2025-05-04,Credit Card,Failed
PAY0002774,O002774,2024-07-27,UPI,Paid
PAY0002775,O002775,2024-09-29,Debit Card,Paid
PAY0002776,O002776,2024-04-28,Net Banking,Paid
PAY0002777,O002777,2025-01-16,Credit Card,Paid
PAY0002778,O002778,2025-06-19,Net Banking,Paid
PAY0002779,O002779,2024-09-14,Credit Card,Paid
PAY0002780,O002780,2025-04-27,Net Banking,Paid
PAY0002781,O002781,2025-05-23,UPI,Pending
PAY0002782,O002782,2024-04-01,Debit Card,Paid
PAY0002783,O002783,2024-06-09,Debit Card,Paid
PAY0002784,O002784,2024-05-28,COD,Paid
PAY0002785,O002785,2024-04-26,Debit Card,Paid
PAY0002786,O002786,2025-04-02,UPI,Paid
PAY0002787,O002787,2025-07-18,Credit Card,Pending
PAY0002788,O002788,2024-02-14,Credit Card,Paid
PAY0002789,O002789,2024-08-21,Debit Card,Paid
PAY0002790,O002790,2025-01-09,Net Banking,Paid
PAY0002791,O002791,2025-06-30,Debit Card,Paid
PAY0002792,O002792,2024-07-15,Credit Card,Paid
PAY0002793,O002793,2024-01-25,COD,Paid
PAY0002794,O002794,2025-01-29,Credit Card,Paid
PAY0002795,O002795,2025-12-14,Net Banking,Refunded
PAY0002796,O002796,2024-02-05,Net Banking,Paid
PAY0002797,O002797,2025-04-18,COD,Paid
PAY0002798,O002798,2024-08-10,Net Banking,Paid
PAY0002799,O002799,2025-06-13,Debit Card,Paid
PAY0002800,O002800,2024-07-06,Debit Card,Paid
PAY0002801,O002801,2025-02-05,Credit Card,Paid
PAY0002802,O002802,2024-09-13,UPI,Paid
PAY0002803,O002803,2025-10-15,Debit Card,Paid
PAY0002804,O002804,2024-05-15,Debit Card,Paid
PAY0002805,O002805,2025-08-13,COD,Paid
PAY0002806,O002806,2025-03-19,Debit Card,Paid
PAY0002807,O002807,2025-02-21,Credit Card,Paid
PAY0002808,O002808,2024-10-18,COD,Paid
PAY0002809,O002809,2025-07-27,Debit Card,Paid
PAY0002810,O002810,2024-05-08,Credit Card,Paid
PAY0002811,O002811,2024-12-06,COD,Paid
PAY0002812,O002812,2024-09-13,UPI,Paid
PAY0002813,O002813,2025-12-24,Credit Card,Paid
PAY0002814,O002814,2025-07-19,Debit Card,Failed
PAY0002815,O002815,2025-11-17,COD,Paid
PAY0002816,O002816,2024-04-09,UPI,Paid
PAY0002817,O002817,2024-02-08,Credit Card,Paid
PAY0002818,O002818,2024-09-19,UPI,Paid
PAY0002819,O002819,2024-05-29,Credit Card,Paid
PAY0002820,O002820,2025-09-24,Debit Card,Pending
PAY0002821,O002821,2025-11-20,Credit Card,Paid
PAY0002822,O002822,2024-11-25,Debit Card,Paid
PAY0002823,O002823,2024-04-29,Credit Card,Paid
PAY0002824,O002824,2025-08-06,COD,Paid
PAY0002825,O002825,2024-08-06,Credit Card,Pending
PAY0002826,O002826,2024-05-02,Credit Card,Paid
PAY0002827,O002827,2024-08-31,Net Banking,Paid
PAY0002828,O002828,2025-08-09,Net Banking,Pending
PAY0002829,O002829,2025-06-01,Credit Card,Pending
PAY0002830,O002830,2024-01-21,Net Banking,Paid
PAY0002831,O002831,2024-07-08,Debit Card,Paid
PAY0002832,O002832,2024-08-12,Net Banking,Paid
PAY0002833,O002833,2025-09-06,Credit Card,Paid
PAY0002834,O002834,2025-04-10,UPI,Paid
PAY0002835,O002835,2024-04-08,UPI,Paid
PAY0002836,O002836,2024-12-28,Credit Card,Failed
PAY0002837,O002837,2024-03-23,Credit Card,Paid
PAY0002838,O002838,2025-11-23,UPI,Paid
PAY0002839,O002839,2025-10-25,COD,Paid
PAY0002840,O002840,2024-02-25,Net Banking,Paid
PAY0002841,O002841,2025-12-02,COD,Paid
PAY0002842,O002842,2024-01-22,Debit Card,Paid
PAY0002843,O002843,2025-08-02,UPI,Failed
PAY0002844,O002844,2024-07-03,UPI,Paid
PAY0002845,O002845,2025-06-05,COD,Paid
PAY0002846,O002846,2025-07-31,Debit Card,Pending
PAY0002847,O002847,2024-09-20,COD,Refunded
PAY0002848,O002848,2024-08-12,Debit Card,Paid
PAY0002849,O002849,2025-09-26,Credit Card,Paid
PAY0002850,O002850,2024-02-07,Credit Card,Refunded
PAY0002851,O002851,2024-05-02,UPI,Paid
PAY0002852,O002852,2024-06-04,Credit Card,Paid
PAY0002853,O002853,2024-10-27,COD,Paid
PAY0002854,O002854,2024-03-07,Debit Card,Paid
PAY0002855,O002855,2025-10-06,UPI,Pending
PAY0002856,O002856,2025-01-28,Credit Card,Paid
PAY0002857,O002857,2025-10-13,UPI,Paid
PAY0002858,O002858,2025-08-16,UPI,Paid
PAY0002859,O002859,2025-07-23,Debit Card,Pending
PAY0002860,O002860,2025-10-22,COD,Paid
PAY0002861,O002861,2025-02-08,COD,Pending
PAY0002862,O002862,2025-03-24,Net Banking,Paid
PAY0002863,O002863,2024-05-10,COD,Paid
PAY0002864,O002864,2024-03-09,Credit Card,Paid
PAY0002865,O002865,2024-12-10,Net Banking,Refunded
PAY0002866,O002866,2024-11-15,Net Banking,Paid
PAY0002867,O002867,2024-06-25,Net Banking,Pending
PAY0002868,O002868,2025-08-06,Net Banking,Paid
PAY0002869,O002869,2025-06-12,COD,Paid
PAY0002870,O002870,2024-06-08,Net Banking,Paid
PAY0002871,O002871,2025-08-04,Credit Card,Paid
PAY0002872,O002872,2025-09-16,Credit Card,Refunded
PAY0002873,O002873,2025-06-16,UPI,Paid
PAY0002874,O002874,2024-05-14,Credit Card,Paid
PAY0002875,O002875,2024-04-20,UPI,Paid
PAY0002876,O002876,2024-10-09,Credit Card,Paid
PAY0002877,O002877,2025-06-03,Net Banking,Paid
PAY0002878,O002878,2025-12-19,Debit Card,Pending
PAY0002879,O002879,2024-07-12,Net Banking,Failed
PAY0002880,O002880,2024-02-16,COD,Paid
PAY0002881,O002881,2024-12-07,UPI,Paid
PAY0002882,O002882,2024-08-29,Debit Card,Paid
PAY0002883,O002883,2025-06-05,Credit Card,Paid
PAY0002884,O002884,2025-01-04,Net Banking,Paid
PAY0002885,O002885,2024-05-10,UPI,Paid
PAY0002886,O002886,2024-09-26,UPI,Paid
PAY0002887,O002887,2024-03-01,Credit Card,Paid
PAY0002888,O002888,2024-06-12,UPI,Paid
PAY0002889,O002889,2025-06-08,Credit Card,Paid
PAY0002890,O002890,2024-09-28,Credit Card,Paid
PAY0002891,O002891,2025-12-20,Net Banking,Refunded
PAY0002892,O002892,2024-05-12,UPI,Refunded
PAY0002893,O002893,2024-08-31,COD,Paid
PAY0002894,O002894,2025-03-09,COD,Paid
PAY0002895,O002895,2024-02-07,Net Banking,Paid
PAY0002896,O002896,2025-07-21,Net Banking,Paid
PAY0002897,O002897,2024-11-14,Credit Card,Paid
PAY0002898,O002898,2025-05-24,COD,Paid
PAY0002899,O002899,2025-01-10,UPI,Paid
PAY0002900,O002900,2025-07-13,COD,Paid
PAY0002901,O002901,2025-09-08,Net Banking,Paid
PAY0002902,O002902,2025-04-18,Net Banking,Paid
PAY0002903,O002903,2024-02-28,Credit Card,Paid
PAY0002904,O002904,2025-08-11,UPI,Pending
PAY0002905,O002905,2025-05-13,Net Banking,Failed
PAY0002906,O002906,2024-08-05,UPI,Paid
PAY0002907,O002907,2025-07-20,COD,Refunded
PAY0002908,O002908,2025-07-20,Credit Card,Paid
PAY0002909,O002909,2024-05-08,COD,Paid
PAY0002910,O002910,2025-01-17,Net Banking,Pending
PAY0002911,O002911,2025-01-22,Net Banking,Paid
PAY0002912,O002912,2024-03-25,UPI,Pending
PAY0002913,O002913,2025-05-24,Net Banking,Paid
PAY0002914,O002914,2025-12-26,UPI,Paid
PAY0002915,O002915,2025-09-18,Debit Card,Paid
PAY0002916,O002916,2025-03-12,Net Banking,Paid
PAY0002917,O002917,2024-10-19,COD,Failed
PAY0002918,O002918,2024-02-18,COD,Paid
PAY0002919,O002919,2024-03-07,UPI,Paid
PAY0002920,O002920,2024-05-08,Debit Card,Paid
PAY0002921,O002921,2024-01-29,Net Banking,Failed
PAY0002922,O002922,2024-12-08,Credit Card,Paid
PAY0002923,O002923,2025-06-28,Credit Card,Paid
PAY0002924,O002924,2024-04-28,COD,Paid
PAY0002925,O002925,2025-11-22,Net Banking,Paid
PAY0002926,O002926,2025-10-24,Credit Card,Paid
PAY0002927,O002927,2024-05-12,UPI,Paid
PAY0002928,O002928,2024-11-22,Net Banking,Paid
PAY0002929,O002929,2024-07-03,COD,Paid
PAY0002930,O002930,2025-05-20,Debit Card,Paid
PAY0002931,O002931,2025-10-07,UPI,Paid
PAY0002932,O002932,2025-11-19,UPI,Paid
PAY0002933,O002933,2025-06-17,Net Banking,Paid
PAY0002934,O002934,2024-08-28,Debit Card,Paid
PAY0002935,O002935,2025-08-11,UPI,Paid
PAY0002936,O002936,2025-12-16,Debit Card,Paid
PAY0002937,O002937,2025-05-30,COD,Paid
PAY0002938,O002938,2024-06-13,UPI,Paid
PAY0002939,O002939,2025-10-01,Credit Card,Paid
PAY0002940,O002940,2025-07-10,COD,Paid
PAY0002941,O002941,2024-08-05,COD,Paid
PAY0002942,O002942,2025-10-09,UPI,Paid
PAY0002943,O002943,2025-11-10,Credit Card,Refunded
PAY0002944,O002944,2025-08-27,Debit Card,Paid
PAY0002945,O002945,2024-01-05,Credit Card,Paid
PAY0002946,O002946,2025-10-29,COD,Paid
PAY0002947,O002947,2024-03-21,UPI,Paid
PAY0002948,O002948,2024-09-03,Credit Card,Paid
PAY0002949,O002949,2025-05-07,Credit Card,Paid
PAY0002950,O002950,2025-10-10,COD,Paid
PAY0002951,O002951,2025-01-20,Debit Card,Paid
PAY0002952,O002952,2025-07-28,Credit Card,Paid
PAY0002953,O002953,2024-11-02,Credit Card,Paid
PAY0002954,O002954,2025-09-19,Net Banking,Paid
PAY0002955,O002955,2025-09-16,COD,Pending
PAY0002956,O002956,2025-06-26,Net Banking,Paid
PAY0002957,O002957,2024-01-07,COD,Paid
PAY0002958,O002958,2025-05-29,COD,Paid
PAY0002959,O002959,2025-07-21,Net Banking,Paid
PAY0002960,O002960,2024-03-13,Debit Card,Paid
PAY0002961,O002961,2024-01-10,Debit Card,Paid
PAY0002962,O002962,2025-07-26,COD,Paid
PAY0002963,O002963,2025-07-15,Net Banking,Paid
PAY0002964,O002964,2024-05-01,Credit Card,Paid
PAY0002965,O002965,2025-11-17,COD,Paid
PAY0002966,O002966,2025-05-27,COD,Failed
PAY0002967,O002967,2025-03-16,UPI,Paid
PAY0002968,O002968,2024-02-07,Debit Card,Paid
PAY0002969,O002969,2025-12-02,Net Banking,Paid
PAY0002970,O002970,2025-08-13,Credit Card,Paid
PAY0002971,O002971,2024-12-10,Credit Card,Paid
PAY0002972,O002972,2024-12-03,COD,Paid
PAY0002973,O002973,2025-12-02,Credit Card,Paid
PAY0002974,O002974,2024-07-02,Credit Card,Paid
PAY0002975,O002975,2024-03-07,COD,Paid
PAY0002976,O002976,2024-01-17,Debit Card,Paid
PAY0002977,O002977,2025-01-17,UPI,Pending
PAY0002978,O002978,2025-01-02,Debit Card,Paid
PAY0002979,O002979,2024-11-11,Debit Card,Paid
PAY0002980,O002980,2025-05-11,UPI,Failed
PAY0002981,O002981,2025-12-21,COD,Paid
PAY0002982,O002982,2024-12-10,Debit Card,Paid
PAY0002983,O002983,2025-07-06,Net Banking,Paid
PAY0002984,O002984,2025-04-17,Net Banking,Paid
PAY0002985,O002985,2024-04-24,UPI,Paid
PAY0002986,O002986,2024-04-09,Net Banking,Paid
PAY0002987,O002987,2025-03-13,COD,Paid
PAY0002988,O002988,2024-12-10,Credit Card,Paid
PAY0002989,O002989,2024-12-14,COD,Paid
PAY0002990,O002990,2024-05-18,UPI,Paid
PAY0002991,O002991,2024-11-19,Credit Card,Paid
PAY0002992,O002992,2024-10-28,Net Banking,Refunded
PAY0002993,O002993,2024-10-20,Debit Card,Paid
PAY0002994,O002994,2025-06-12,Net Banking,Paid
PAY0002995,O002995,2024-10-18,COD,Paid
PAY0002996,O002996,2024-03-14,COD,Paid
PAY0002997,O002997,2025-04-28,UPI,Paid
PAY0002998,O002998,2024-01-16,Debit Card,Paid
PAY0002999,O002999,2025-06-09,Debit Card,Paid
PAY0003000,O003000,2024-12-01,Credit Card,Paid
PAY0003001,O003001,2025-05-30,Credit Card,Paid
PAY0003002,O003002,2024-05-06,COD,Pending
PAY0003003,O003003,2025-06-01,UPI,Paid
PAY0003004,O003004,2024-05-08,COD,Paid
PAY0003005,O003005,2025-05-25,Debit Card,Paid
PAY0003006,O003006,2025-02-26,Debit Card,Paid
PAY0003007,O003007,2025-01-19,COD,Failed
PAY0003008,O003008,2024-08-19,Debit Card,Paid
PAY0003009,O003009,2024-07-13,Credit Card,Paid
PAY0003010,O003010,2024-03-05,Debit Card,Paid
PAY0003011,O003011,2025-09-06,Credit Card,Paid
PAY0003012,O003012,2024-10-03,Net Banking,Paid
PAY0003013,O003013,2025-10-31,UPI,Pending
PAY0003014,O003014,2024-08-11,UPI,Paid
PAY0003015,O003015,2024-10-04,Debit Card,Failed
PAY0003016,O003016,2025-11-24,UPI,Paid
PAY0003017,O003017,2024-12-31,Net Banking,Paid
PAY0003018,O003018,2025-05-30,Debit Card,Paid
PAY0003019,O003019,2024-08-02,Credit Card,Paid
PAY0003020,O003020,2025-03-14,Net Banking,Paid
PAY0003021,O003021,2025-03-03,Net Banking,Paid
PAY0003022,O003022,2025-12-29,UPI,Paid
PAY0003023,O003023,2025-01-30,Credit Card,Paid
PAY0003024,O003024,2024-07-27,COD,Paid
PAY0003025,O003025,2025-05-15,Net Banking,Paid
PAY0003026,O003026,2025-04-07,UPI,Paid
PAY0003027,O003027,2025-08-08,Net Banking,Paid
PAY0003028,O003028,2024-08-14,Credit Card,Paid
PAY0003029,O003029,2025-01-09,Credit Card,Failed
PAY0003030,O003030,2025-05-14,Debit Card,Paid
PAY0003031,O003031,2024-04-02,COD,Paid
PAY0003032,O003032,2025-04-04,COD,Pending
PAY0003033,O003033,2025-07-30,UPI,Paid
PAY0003034,O003034,2024-11-16,COD,Paid
PAY0003035,O003035,2024-01-10,Credit Card,Paid
PAY0003036,O003036,2024-10-29,COD,Paid
PAY0003037,O003037,2024-11-17,UPI,Paid
PAY0003038,O003038,2025-03-31,Net Banking,Failed
PAY0003039,O003039,2024-10-04,COD,Paid
PAY0003040,O003040,2025-08-20,COD,Paid
PAY0003041,O003041,2025-06-21,Credit Card,Paid
PAY0003042,O003042,2025-12-30,Credit Card,Paid
PAY0003043,O003043,2025-01-27,Net Banking,Paid
PAY0003044,O003044,2024-04-04,Debit Card,Paid
PAY0003045,O003045,2024-04-16,COD,Paid
PAY0003046,O003046,2025-01-24,Credit Card,Pending
PAY0003047,O003047,2025-06-09,Debit Card,Paid
PAY0003048,O003048,2025-11-03,COD,Paid
PAY0003049,O003049,2024-03-11,COD,Refunded
PAY0003050,O003050,2025-10-25,Debit Card,Paid
PAY0003051,O003051,2025-08-09,Credit Card,Paid
PAY0003052,O003052,2025-01-10,Net Banking,Paid
PAY0003053,O003053,2025-12-27,COD,Paid
PAY0003054,O003054,2025-01-02,UPI,Paid
PAY0003055,O003055,2024-02-20,UPI,Paid
PAY0003056,O003056,2024-05-22,UPI,Paid
PAY0003057,O003057,2025-02-22,Net Banking,Paid
PAY0003058,O003058,2025-07-01,COD,Paid
PAY0003059,O003059,2025-05-14,Credit Card,Paid
PAY0003060,O003060,2024-06-15,Credit Card,Paid
PAY0003061,O003061,2024-09-16,Net Banking,Refunded
PAY0003062,O003062,2024-07-10,COD,Paid
PAY0003063,O003063,2024-07-20,Debit Card,Paid
PAY0003064,O003064,2024-07-03,Debit Card,Failed
PAY0003065,O003065,2024-06-06,COD,Refunded
PAY0003066,O003066,2025-09-13,COD,Paid
PAY0003067,O003067,2024-04-08,Credit Card,Paid
PAY0003068,O003068,2024-08-28,Net Banking,Pending
PAY0003069,O003069,2025-05-05,Net Banking,Paid
PAY0003070,O003070,2024-07-20,Credit Card,Paid
PAY0003071,O003071,2025-09-25,UPI,Paid
PAY0003072,O003072,2025-05-23,Debit Card,Paid
PAY0003073,O003073,2025-09-20,COD,Paid
PAY0003074,O003074,2024-04-05,Debit Card,Paid
PAY0003075,O003075,2025-05-04,Debit Card,Paid
PAY0003076,O003076,2025-08-01,Net Banking,Paid
PAY0003077,O003077,2024-08-05,Credit Card,Failed
PAY0003078,O003078,2025-06-10,UPI,Paid
PAY0003079,O003079,2024-09-29,UPI,Paid
PAY0003080,O003080,2024-08-06,Credit Card,Paid
PAY0003081,O003081,2025-10-20,Debit Card,Paid
PAY0003082,O003082,2024-11-27,Credit Card,Pending
PAY0003083,O003083,2025-03-28,Credit Card,Paid
PAY0003084,O003084,2024-05-31,COD,Paid
PAY0003085,O003085,2024-12-12,COD,Paid
PAY0003086,O003086,2025-02-17,Debit Card,Paid
PAY0003087,O003087,2025-06-10,Net Banking,Paid
PAY0003088,O003088,2025-03-06,UPI,Paid
PAY0003089,O003089,2025-01-13,COD,Paid
PAY0003090,O003090,2025-03-03,Debit Card,Refunded
PAY0003091,O003091,2024-03-24,Credit Card,Paid
PAY0003092,O003092,2024-07-10,COD,Pending
PAY0003093,O003093,2024-02-10,Credit Card,Paid
PAY0003094,O003094,2024-11-04,Credit Card,Paid
PAY0003095,O003095,2025-01-12,COD,Paid
PAY0003096,O003096,2024-05-15,Debit Card,Paid
PAY0003097,O003097,2024-04-15,UPI,Paid
PAY0003098,O003098,2025-06-02,Debit Card,Paid
PAY0003099,O003099,2025-06-25,Net Banking,Pending
PAY0003100,O003100,2024-05-05,Net Banking,Paid
PAY0003101,O003101,2024-12-22,UPI,Refunded
PAY0003102,O003102,2025-02-03,Net Banking,Paid
PAY0003103,O003103,2024-03-19,Credit Card,Paid
PAY0003104,O003104,2025-01-23,Net Banking,Refunded
PAY0003105,O003105,2025-08-01,COD,Paid
PAY0003106,O003106,2025-06-18,Credit Card,Paid
PAY0003107,O003107,2025-12-01,Debit Card,Paid
PAY0003108,O003108,2024-03-14,UPI,Paid
PAY0003109,O003109,2024-01-05,COD,Paid
PAY0003110,O003110,2025-04-07,COD,Paid
PAY0003111,O003111,2024-03-22,UPI,Paid
PAY0003112,O003112,2025-06-20,Net Banking,Paid
PAY0003113,O003113,2025-02-08,UPI,Paid
PAY0003114,O003114,2025-05-28,UPI,Paid
PAY0003115,O003115,2024-10-04,Net Banking,Paid
PAY0003116,O003116,2024-08-11,Debit Card,Paid
PAY0003117,O003117,2025-08-06,UPI,Paid
PAY0003118,O003118,2024-03-08,Net Banking,Paid
PAY0003119,O003119,2024-11-15,COD,Refunded
PAY0003120,O003120,2025-08-28,UPI,Failed
PAY0003121,O003121,2024-01-19,UPI,Paid
PAY0003122,O003122,2025-10-01,Debit Card,Paid
PAY0003123,O003123,2024-12-08,Debit Card,Paid
PAY0003124,O003124,2025-08-16,COD,Paid
PAY0003125,O003125,2024-12-08,Debit Card,Paid
PAY0003126,O003126,2024-04-06,COD,Paid
PAY0003127,O003127,2024-02-21,UPI,Paid
PAY0003128,O003128,2024-06-23,Net Banking,Paid
PAY0003129,O003129,2024-12-03,Debit Card,Paid
