order_item_id,order_id,product_id,quantity,discount_pct,gross_amount,discount_amount,net_amount
OI0001813,O003164,P0266,4,15,152365.6,22854.84,129510.76
OI0001814,O002188,P0196,3,10,111676.29,11167.63,100508.66
OI0001815,O009217,P0150,4,10,33045.6,3304.56,29741.04
OI0001816,O000267,P0254,4,5,54478.4,2723.92,51754.48
OI0001817,O007219,P0029,1,5,4097.07,204.85,3892.22
OI0001818,O008421,P0127,2,10,5137.28,513.73,4623.55
OI0001819,O001393,P0191,3,0,59363.91,0.0,59363.91
OI0001820,O002605,P0189,4,0,193464.88,0.0,193464.88
OI0001821,O005219,P0121,1,15,19603.94,2940.59,16663.35
OI0001822,O000597,P0236,1,5,1113.12,55.66,1057.46
OI0001823,O009027,P0037,3,25,5645.1,1411.28,4233.82
OI0001824,O008921,P0269,4,5,153388.36,7669.42,145718.94
OI0001825,O007977,P0225,1,10,41086.39,4108.64,36977.75
OI0001826,O001922,P0047,1,10,23617.4,2361.74,21255.66
OI0001827,O002625,P0192,3,10,127071.69,12707.17,114364.52
OI0001828,O009109,P0091,4,20,148003.2,29600.64,118402.56
OI0001829,O008847,P0146,3,0,79891.14,0.0,79891.14
OI0001830,O001975,P0118,2,5,19367.52,968.38,18399.14
OI0001831,O007510,P0173,2,5,40053.68,2002.68,38051.0
OI0001832,O003092,P0237,3,5,47176.59,2358.83,44817.76
OI0001833,O008525,P0233,1,25,37362.49,9340.62,28021.87
OI0001834,O008487,P0024,3,0,69423.33,0.0,69423.33
OI0001835,O003743,P0086,1,5,20446.08,1022.3,19423.78
OI0001836,O009931,P0059,2,15,83342.8,12501.42,70841.38
OI0001837,O002611,P0255,4,0,49144.84,0.0,49144.84
OI0001838,O005816,P0259,3,20,138831.54,27766.31,111065.23
OI0001839,O008033,P0067,4,5,99634.24,4981.71,94652.53
OI0001840,O003869,P0014,3,0,28836.18,0.0,28836.18
OI0001841,O000250,P0096,2,10,34572.3,3457.23,31115.07
OI0001842,O007893,P0272,3,10,63550.71,6355.07,57195.64
OI0001843,O000301,P0217,3,0,25950.96,0.0,25950.96
OI0001844,O005126,P0197,3,15,80076.06,12011.41,68064.65
OI0001845,O004318,P0190,4,0,88176.16,0.0,88176.16
OI0001846,O006457,P0187,3,0,57832.35,0.0,57832.35
OI0001847,O004444,P0149,2,10,29016.1,2901.61,26114.49
OI0001848,O008883,P0051,1,20,36720.4,7344.08,29376.32
OI0001849,O006235,P0201,2,0,71675.3,0.0,71675.3
OI0001850,O008103,P0085,2,20,18391.22,3678.24,14712.98
OI0001851,O003919,P0201,3,15,107512.95,16126.94,91386.01
OI0001852,O001195,P0010,2,0,53416.1,0.0,53416.1
OI0001853,O000294,P0268,3,5,27552.33,1377.62,26174.71
OI0001854,O002240,P0212,3,25,34425.57,8606.39,25819.18
OI0001855,O002854,P0255,1,0,12286.21,0.0,12286.21
OI0001856,O008223,P0192,2,0,84714.46,0.0,84714.46
OI0001857,O004878,P0199,2,15,78158.98,11723.85,66435.13
OI0001858,O005624,P0257,3,10,30089.13,3008.91,27080.22
OI0001859,O008191,P0014,3,5,28836.18,1441.81,27394.37
OI0001860,O005218,P0173,1,0,20026.84,0.0,20026.84
OI0001861,O004148,P0200,4,15,43624.96,6543.74,37081.22
OI0001862,O007511,P0062,3,5,80380.74,4019.04,76361.7
OI0001863,O002858,P0045,1,0,7451.31,0.0,7451.31
OI0001864,O004446,P0244,3,25,103378.65,25844.66,77533.99
OI0001865,O005138,P0156,3,10,29815.26,2981.53,26833.73
OI0001866,O006374,P0264,3,5,32651.73,1632.59,31019.14
OI0001867,O008906,P0280,4,15,79038.92,11855.84,67183.08
OI0001868,O007724,P0007,4,10,58207.84,5820.78,52387.06
OI0001869,O000610,P0028,3,0,142387.98,0.0,142387.98
OI0001870,O001505,P0090,2,20,13131.84,2626.37,10505.47
OI0001871,O005532,P0209,1,0,9563.45,0.0,9563.45
OI0001872,O006532,P0191,2,25,39575.94,9893.98,29681.96
OI0001873,O008847,P0230,2,5,74914.92,3745.75,71169.17
OI0001874,O006146,P0006,1,10,30527.16,3052.72,27474.44
OI0001875,O002940,P0267,3,25,147909.57,36977.39,110932.18
OI0001876,O000151,P0038,4,5,118952.68,5947.63,113005.05
OI0001877,O008945,P0032,3,10,126796.56,12679.66,114116.9
OI0001878,O007586,P0282,4,15,187623.08,28143.46,159479.62
OI0001879,O005773,P0223,3,10,21255.36,2125.54,19129.82
OI0001880,O001192,P0288,1,5,1195.58,59.78,1135.8
OI0001881,O007178,P0163,2,0,30820.24,0.0,30820.24
OI0001882,O004996,P0130,2,10,69655.28,6965.53,62689.75
OI0001883,O003410,P0161,2,10,26548.0,2654.8,23893.2
OI0001884,O001891,P0007,2,0,29103.92,0.0,29103.92
OI0001885,O000111,P0213,1,5,24138.56,1206.93,22931.63
OI0001886,O006324,P0089,2,5,51215.2,2560.76,48654.44
OI0001887,O000977,P0080,4,5,109880.32,5494.02,104386.3
OI0001888,O009627,P0265,1,15,31774.94,4766.24,27008.7
OI0001889,O007944,P0176,2,5,7245.6,362.28,6883.32
OI0001890,O004277,P0163,4,5,61640.48,3082.02,58558.46
OI0001891,O002134,P0211,1,20,13035.21,2607.04,10428.17
OI0001892,O001707,P0248,2,20,93302.8,18660.56,74642.24
OI0001893,O001630,P0078,2,15,22421.88,3363.28,19058.6
OI0001894,O005043,P0259,2,15,92554.36,13883.15,78671.21
OI0001895,O007231,P0006,1,20,30527.16,6105.43,24421.73
OI0001896,O007748,P0086,1,15,20446.08,3066.91,17379.17
OI0001897,O003725,P0132,2,0,66612.86,0.0,66612.86
OI0001898,O005766,P0010,3,0,80124.15,0.0,80124.15
OI0001899,O004265,P0224,1,0,48314.67,0.0,48314.67
OI0001900,O004413,P0049,4,5,23838.52,1191.93,22646.59
OI0001901,O002452,P0013,4,0,125051.44,0.0,125051.44
OI0001902,O000213,P0171,3,15,58557.06,8783.56,49773.5
OI0001903,O000634,P0246,4,10,61909.44,6190.94,55718.5
OI0001904,O006018,P0176,4,15,14491.2,2173.68,12317.52
OI0001905,O007914,P0218,4,0,143913.28,0.0,143913.28
OI0001906,O009577,P0158,1,5,40898.51,2044.93,38853.58
OI0001907,O008864,P0299,4,10,157144.68,15714.47,141430.21
OI0001908,O002171,P0159,3,10,84297.06,8429.71,75867.35
OI0001909,O001046,P0294,2,20,57483.66,11496.73,45986.93
OI0001910,O003290,P0147,1,25,29572.75,7393.19,22179.56
OI0001911,O002601,P0151,1,0,12613.91,0.0,12613.91
OI0001912,O000877,P0174,3,10,87244.2,8724.42,78519.78
OI0001913,O000394,P0297,2,0,41705.68,0.0,41705.68
OI0001914,O006701,P0202,1,5,40041.71,2002.09,38039.62
OI0001915,O002572,P0079,2,15,27714.48,4157.17,23557.31
OI0001916,O001769,P0269,1,25,38347.09,9586.77,28760.32
OI0001917,O000233,P0102,3,10,7156.35,715.64,6440.71
OI0001918,O003570,P0109,2,5,70089.42,3504.47,66584.95
OI0001919,O005906,P0044,3,0,16636.74,0.0,16636.74
OI0001920,O000832,P0015,2,15,47153.72,7073.06,40080.66
OI0001921,O008279,P0004,1,25,23290.06,5822.52,17467.54
OI0001922,O007041,P0248,1,20,46651.4,9330.28,37321.12
OI0001923,O006837,P0236,4,10,4452.48,445.25,4007.23
OI0001924,O005349,P0052,4,10,127785.76,12778.58,115007.18
OI0001925,O007762,P0202,3,20,120125.13,24025.03,96100.1
OI0001926,O009427,P0046,4,25,7456.84,1864.21,5592.63
OI0001927,O008685,P0059,2,25,83342.8,20835.7,62507.1
OI0001928,O005660,P0174,3,15,87244.2,13086.63,74157.57
OI0001929,O008214,P0032,2,0,84531.04,0.0,84531.04
OI0001930,O003878,P0149,1,5,14508.05,725.4,13782.65
OI0001931,O003383,P0285,4,5,18565.96,928.3,17637.66
OI0001932,O000345,P0121,1,0,19603.94,0.0,19603.94
OI0001933,O006000,P0263,4,5,177002.72,8850.14,168152.58
OI0001934,O001161,P0042,1,20,23558.2,4711.64,18846.56
OI0001935,O000484,P0255,4,15,49144.84,7371.73,41773.11
OI0001936,O004018,P0178,2,0,33158.4,0.0,33158.4
OI0001937,O001829,P0086,1,0,20446.08,0.0,20446.08
OI0001938,O006721,P0017,4,25,106259.6,26564.9,79694.7
OI0001939,O000316,P0238,1,0,31962.54,0.0,31962.54
OI0001940,O004863,P0133,2,10,28901.62,2890.16,26011.46
OI0001941,O002330,P0209,4,0,38253.8,0.0,38253.8
OI0001942,O009806,P0196,1,0,37225.43,0.0,37225.43
OI0001943,O004471,P0072,2,10,5510.9,551.09,4959.81
OI0001944,O002101,P0026,1,10,4903.23,490.32,4412.91
OI0001945,O000809,P0089,2,10,51215.2,5121.52,46093.68
OI0001946,O004612,P0235,4,0,137520.24,0.0,137520.24
OI0001947,O008706,P0039,3,5,28494.9,1424.74,27070.16
OI0001948,O002339,P0044,2,10,11091.16,1109.12,9982.04
OI0001949,O008187,P0064,2,0,34289.38,0.0,34289.38
OI0001950,O005025,P0184,1,25,22638.01,5659.5,16978.51
OI0001951,O004581,P0086,4,0,81784.32,0.0,81784.32
OI0001952,O001897,P0284,4,5,153861.28,7693.06,146168.22
OI0001953,O007602,P0083,1,0,47199.69,0.0,47199.69
OI0001954,O002701,P0259,1,15,46277.18,6941.58,39335.6
OI0001955,O007283,P0254,4,5,54478.4,2723.92,51754.48
OI0001956,O001139,P0283,1,0,27208.48,0.0,27208.48
OI0001957,O000124,P0189,3,10,145098.66,14509.87,130588.79
OI0001958,O001627,P0134,1,25,10105.06,2526.26,7578.8
OI0001959,O001585,P0223,3,20,21255.36,4251.07,17004.29
OI0001960,O003459,P0056,1,15,25335.77,3800.37,21535.4
OI0001961,O004369,P0029,2,0,8194.14,0.0,8194.14
OI0001962,O004761,P0200,4,20,43624.96,8724.99,34899.97
OI0001963,O001406,P0120,2,20,7519.7,1503.94,6015.76
OI0001964,O001245,P0287,2,0,50410.32,0.0,50410.32
OI0001965,O005893,P0071,1,0,3261.99,0.0,3261.99
OI0001966,O000199,P0137,4,10,88001.24,8800.12,79201.12
OI0001967,O002131,P0063,3,5,57243.63,2862.18,54381.45
OI0001968,O005623,P0077,2,5,5463.06,273.15,5189.91
OI0001969,O001331,P0283,4,0,108833.92,0.0,108833.92
OI0001970,O003345,P0018,2,10,39788.72,3978.87,35809.85
OI0001971,O005758,P0166,3,15,33359.73,5003.96,28355.77
OI0001972,O009175,P0148,3,25,30569.1,7642.28,22926.82
OI0001973,O003133,P0186,3,5,45124.56,2256.23,42868.33
OI0001974,O004443,P0076,2,15,74383.02,11157.45,63225.57
OI0001975,O006175,P0028,4,15,189850.64,28477.6,161373.04
OI0001976,O003599,P0044,3,10,16636.74,1663.67,14973.07
OI0001977,O001345,P0137,1,25,22000.31,5500.08,16500.23
OI0001978,O004841,P0113,4,0,196547.48,0.0,196547.48
OI0001979,O004929,P0161,1,25,13274.0,3318.5,9955.5
OI0001980,O005920,P0245,1,20,39663.34,7932.67,31730.67
OI0001981,O003312,P0106,4,0,99103.04,0.0,99103.04
OI0001982,O005270,P0009,4,5,109266.64,5463.33,103803.31
OI0001983,O000429,P0214,1,10,25041.78,2504.18,22537.6
OI0001984,O002299,P0118,1,5,9683.76,484.19,9199.57
OI0001985,O006155,P0206,1,20,22654.0,4530.8,18123.2
OI0001986,O002465,P0204,4,15,35179.72,5276.96,29902.76
OI0001987,O000577,P0029,1,0,4097.07,0.0,4097.07
OI0001988,O008742,P0208,2,25,55667.02,13916.76,41750.26
OI0001989,O004553,P0073,1,0,19130.48,0.0,19130.48
OI0001990,O009485,P0288,3,10,3586.74,358.67,3228.07
OI0001991,O005040,P0117,2,10,72340.2,7234.02,65106.18
OI0001992,O004376,P0243,4,0,53657.64,0.0,53657.64
OI0001993,O008996,P0234,4,15,121234.84,18185.23,103049.61
OI0001994,O003220,P0208,2,25,55667.02,13916.76,41750.26
OI0001995,O007723,P0147,1,10,29572.75,2957.28,26615.47
OI0001996,O009325,P0081,1,10,7395.86,739.59,6656.27
OI0001997,O004195,P0098,4,5,80177.6,4008.88,76168.72
OI0001998,O009771,P0297,2,20,41705.68,8341.14,33364.54
OI0001999,O000852,P0242,1,25,34263.44,8565.86,25697.58
OI0002000,O009320,P0290,3,5,77896.74,3894.84,74001.9
OI0002001,O004723,P0021,2,20,93933.22,18786.64,75146.58
OI0002002,O008766,P0170,4,0,139852.4,0.0,139852.4
OI0002003,O004722,P0105,1,10,40727.69,4072.77,36654.92
OI0002004,O009414,P0067,1,5,24908.56,1245.43,23663.13
OI0002005,O006908,P0100,1,0,38669.39,0.0,38669.39
OI0002006,O003994,P0237,4,20,62902.12,12580.42,50321.7
OI0002007,O001551,P0252,4,15,153874.8,23081.22,130793.58
OI0002008,O008826,P0083,2,0,94399.38,0.0,94399.38
OI0002009,O009061,P0021,3,15,140899.83,21134.97,119764.86
OI0002010,O007699,P0204,3,10,26384.79,2638.48,23746.31
OI0002011,O004984,P0175,4,15,189648.2,28447.23,161200.97
OI0002012,O006601,P0156,2,10,19876.84,1987.68,17889.16
OI0002013,O006587,P0191,2,5,39575.94,1978.8,37597.14
OI0002014,O009553,P0012,4,10,139880.52,13988.05,125892.47
OI0002015,O006543,P0286,4,0,42858.68,0.0,42858.68
OI0002016,O006330,P0268,1,5,9184.11,459.21,8724.9
OI0002017,O003637,P0231,3,0,70763.34,0.0,70763.34
OI0002018,O003996,P0167,1,5,35369.38,1768.47,33600.91
OI0002019,O009671,P0274,4,0,93394.08,0.0,93394.08
OI0002020,O002014,P0249,2,15,34777.92,5216.69,29561.23
OI0002021,O006786,P0280,3,25,59279.19,14819.8,44459.39
OI0002022,O000658,P0140,2,15,50302.32,7545.35,42756.97
OI0002023,O000245,P0134,4,0,40420.24,0.0,40420.24
OI0002024,O005114,P0264,3,10,32651.73,3265.17,29386.56
OI0002025,O003765,P0057,4,15,139656.56,20948.48,118708.08
OI0002026,O008328,P0143,2,20,37886.2,7577.24,30308.96
OI0002027,O008397,P0236,4,5,4452.48,222.62,4229.86
OI0002028,O009076,P0007,1,10,14551.96,1455.2,13096.76
OI0002029,O003733,P0221,3,0,107281.59,0.0,107281.59
OI0002030,O005980,P0058,4,15,117690.64,17653.6,100037.04
OI0002031,O004652,P0205,3,5,990.24,49.51,940.73
OI0002032,O008007,P0224,3,0,144944.01,0.0,144944.01
OI0002033,O006393,P0140,2,10,50302.32,5030.23,45272.09
OI0002034,O009077,P0112,1,15,5396.7,809.5,4587.2
OI0002035,O009175,P0025,1,0,44562.04,0.0,44562.04
OI0002036,O008164,P0147,4,5,118291.0,5914.55,112376.45
OI0002037,O005282,P0298,3,10,139591.47,13959.15,125632.32
OI0002038,O001221,P0247,1,25,1993.66,498.42,1495.24
OI0002039,O008898,P0080,4,0,109880.32,0.0,109880.32
OI0002040,O002607,P0012,4,20,139880.52,27976.1,111904.42
OI0002041,O009218,P0188,2,0,83620.84,0.0,83620.84
OI0002042,O003284,P0036,3,25,116303.94,29075.98,87227.96
OI0002043,O007895,P0152,2,5,22796.72,1139.84,21656.88
OI0002044,O001317,P0289,4,0,51164.72,0.0,51164.72
OI0002045,O003152,P0132,2,5,66612.86,3330.64,63282.22
OI0002046,O000119,P0056,1,0,25335.77,0.0,25335.77
OI0002047,O004694,P0118,3,0,29051.28,0.0,29051.28
OI0002048,O006719,P0264,2,10,21767.82,2176.78,19591.04
OI0002049,O001909,P0189,3,25,145098.66,36274.66,108824.0
OI0002050,O004086,P0008,3,5,24547.17,1227.36,23319.81
OI0002051,O006379,P0135,2,15,93658.72,14048.81,79609.91
OI0002052,O000427,P0035,4,15,127137.24,19070.59,108066.65
OI0002053,O005736,P0079,4,0,55428.96,0.0,55428.96
OI0002054,O005882,P0146,4,5,106521.52,5326.08,101195.44
OI0002055,O000640,P0267,1,25,49303.19,12325.8,36977.39
OI0002056,O009396,P0222,4,0,147394.32,0.0,147394.32
OI0002057,O003766,P0087,1,10,17908.98,1790.9,16118.08
OI0002058,O002764,P0255,3,20,36858.63,7371.73,29486.9
OI0002059,O006693,P0098,1,5,20044.4,1002.22,19042.18
OI0002060,O007619,P0272,3,25,63550.71,15887.68,47663.03
OI0002061,O000146,P0006,3,10,91581.48,9158.15,82423.33
OI0002062,O003131,P0233,2,25,74724.98,18681.24,56043.74
OI0002063,O007571,P0015,3,10,70730.58,7073.06,63657.52
OI0002064,O005773,P0029,2,5,8194.14,409.71,7784.43
OI0002065,O009249,P0192,1,15,42357.23,6353.58,36003.65
OI0002066,O007134,P0234,4,25,121234.84,30308.71,90926.13
OI0002067,O001458,P0066,2,5,89141.14,4457.06,84684.08
OI0002068,O005491,P0097,4,20,48983.64,9796.73,39186.91
OI0002069,O001608,P0230,4,15,149829.84,22474.48,127355.36
OI0002070,O001074,P0215,1,5,10910.24,545.51,10364.73
OI0002071,O001523,P0120,4,0,15039.4,0.0,15039.4
OI0002072,O000536,P0141,2,5,32435.58,1621.78,30813.8
OI0002073,O006213,P0071,4,20,13047.96,2609.59,10438.37
OI0002074,O003080,P0179,1,0,25512.92,0.0,25512.92
OI0002075,O000761,P0213,3,10,72415.68,7241.57,65174.11
OI0002076,O008400,P0028,2,10,94925.32,9492.53,85432.79
OI0002077,O008100,P0151,1,15,12613.91,1892.09,10721.82
OI0002078,O003264,P0125,2,25,59695.42,14923.86,44771.56
OI0002079,O001998,P0257,3,15,30089.13,4513.37,25575.76
OI0002080,O004006,P0199,4,10,156317.96,15631.8,140686.16
OI0002081,O009588,P0163,1,20,15410.12,3082.02,12328.1
OI0002082,O000026,P0292,3,15,40120.23,6018.03,34102.2
OI0002083,O008699,P0014,2,20,19224.12,3844.82,15379.3
OI0002084,O000861,P0184,4,15,90552.04,13582.81,76969.23
OI0002085,O004474,P0062,3,15,80380.74,12057.11,68323.63
OI0002086,O007684,P0103,4,0,131012.76,0.0,131012.76
OI0002087,O008152,P0142,1,0,6780.66,0.0,6780.66
OI0002088,O004161,P0190,3,25,66132.12,16533.03,49599.09
OI0002089,O003982,P0118,3,5,29051.28,1452.56,27598.72
OI0002090,O002851,P0217,4,0,34601.28,0.0,34601.28
OI0002091,O000597,P0022,4,0,134607.56,0.0,134607.56
OI0002092,O002020,P0113,4,15,196547.48,29482.12,167065.36
OI0002093,O006423,P0101,1,0,8712.06,0.0,8712.06
OI0002094,O005908,P0029,1,15,4097.07,614.56,3482.51
OI0002095,O005978,P0075,4,10,143809.04,14380.9,129428.14
OI0002096,O000169,P0187,3,0,57832.35,0.0,57832.35
OI0002097,O001924,P0015,2,0,47153.72,0.0,47153.72
OI0002098,O006507,P0149,3,0,43524.15,0.0,43524.15
OI0002099,O007655,P0111,3,5,135566.13,6778.31,128787.82
OI0002100,O006228,P0089,1,10,25607.6,2560.76,23046.84
OI0002101,O003310,P0247,1,0,1993.66,0.0,1993.66
OI0002102,O007626,P0071,1,15,3261.99,489.3,2772.69
OI0002103,O007874,P0113,1,25,49136.87,12284.22,36852.65
OI0002104,O008701,P0047,3,20,70852.2,14170.44,56681.76
OI0002105,O004077,P0282,1,15,46905.77,7035.87,39869.9
OI0002106,O006985,P0069,4,25,80905.56,20226.39,60679.17
OI0002107,O005118,P0243,1,10,13414.41,1341.44,12072.97
OI0002108,O000874,P0183,4,15,111141.2,16671.18,94470.02
OI0002109,O003843,P0072,4,15,11021.8,1653.27,9368.53
OI0002110,O005824,P0162,4,25,8615.2,2153.8,6461.4
OI0002111,O000182,P0251,2,10,49386.94,4938.69,44448.25
OI0002112,O008199,P0191,2,5,39575.94,1978.8,37597.14
OI0002113,O004761,P0126,2,0,87269.58,0.0,87269.58
OI0002114,O000408,P0178,2,5,33158.4,1657.92,31500.48
OI0002115,O006406,P0241,3,15,127869.06,19180.36,108688.7
OI0002116,O009615,P0273,2,15,79464.06,11919.61,67544.45
OI0002117,O009807,P0121,2,0,39207.88,0.0,39207.88
OI0002118,O007357,P0081,2,20,14791.72,2958.34,11833.38
OI0002119,O008059,P0295,4,25,185205.72,46301.43,138904.29
OI0002120,O000826,P0101,3,15,26136.18,3920.43,22215.75
OI0002121,O005741,P0159,4,0,112396.08,0.0,112396.08
OI0002122,O000096,P0058,4,10,117690.64,11769.06,105921.58
OI0002123,O008591,P0025,4,25,178248.16,44562.04,133686.12
OI0002124,O001262,P0275,3,5,80902.95,4045.15,76857.8
OI0002125,O006024,P0054,3,10,124110.12,12411.01,111699.11
OI0002126,O007701,P0199,2,0,78158.98,0.0,78158.98
OI0002127,O007981,P0002,4,20,185856.96,37171.39,148685.57
OI0002128,O008921,P0022,4,20,134607.56,26921.51,107686.05
OI0002129,O005091,P0166,3,5,33359.73,1667.99,31691.74
OI0002130,O001657,P0117,3,5,108510.3,5425.52,103084.78
OI0002131,O009000,P0263,4,0,177002.72,0.0,177002.72
OI0002132,O005470,P0066,2,5,89141.14,4457.06,84684.08
OI0002133,O005471,P0289,3,15,38373.54,5756.03,32617.51
OI0002134,O008959,P0121,3,0,58811.82,0.0,58811.82
OI0002135,O005131,P0135,3,0,140488.08,0.0,140488.08
OI0002136,O005242,P0216,4,15,54950.64,8242.6,46708.04
OI0002137,O000382,P0267,4,10,197212.76,19721.28,177491.48
OI0002138,O000295,P0140,4,25,100604.64,25151.16,75453.48
OI0002139,O000055,P0146,2,5,53260.76,2663.04,50597.72
OI0002140,O005964,P0121,4,0,78415.76,0.0,78415.76
OI0002141,O008835,P0257,4,15,40118.84,6017.83,34101.01
OI0002142,O005547,P0283,4,0,108833.92,0.0,108833.92
OI0002143,O000080,P0247,3,0,5980.98,0.0,5980.98
OI0002144,O008832,P0073,1,10,19130.48,1913.05,17217.43
OI0002145,O009705,P0049,3,10,17878.89,1787.89,16091.0
OI0002146,O005371,P0208,2,5,55667.02,2783.35,52883.67
OI0002147,O002344,P0250,1,10,5501.79,550.18,4951.61
OI0002148,O003907,P0163,1,20,15410.12,3082.02,12328.1
OI0002149,O004835,P0169,2,15,45747.72,6862.16,38885.56
OI0002150,O000899,P0035,4,10,127137.24,12713.72,114423.52
OI0002151,O003999,P0080,3,5,82410.24,4120.51,78289.73
OI0002152,O001513,P0170,2,10,69926.2,6992.62,62933.58
OI0002153,O001821,P0240,2,0,3682.5,0.0,3682.5
OI0002154,O007294,P0262,2,15,94766.74,14215.01,80551.73
OI0002155,O002816,P0111,1,20,45188.71,9037.74,36150.97
OI0002156,O009505,P0092,3,0,59892.06,0.0,59892.06
OI0002157,O002022,P0291,2,5,1888.14,94.41,1793.73
OI0002158,O003251,P0273,3,0,119196.09,0.0,119196.09
OI0002159,O005200,P0175,1,25,47412.05,11853.01,35559.04
OI0002160,O004193,P0286,3,20,32144.01,6428.8,25715.21
OI0002161,O000030,P0244,2,0,68919.1,0.0,68919.1
OI0002162,O000994,P0009,1,25,27316.66,6829.16,20487.5
OI0002163,O005795,P0279,1,0,18388.16,0.0,18388.16
OI0002164,O001287,P0045,1,0,7451.31,0.0,7451.31
OI0002165,O009056,P0065,1,0,31116.47,0.0,31116.47
OI0002166,O005186,P0140,2,15,50302.32,7545.35,42756.97
OI0002167,O006880,P0174,2,25,58162.8,14540.7,43622.1
OI0002168,O004949,P0161,4,0,53096.0,0.0,53096.0
OI0002169,O005905,P0128,3,25,58186.29,14546.57,43639.72
OI0002170,O007438,P0278,1,5,30845.96,1542.3,29303.66
OI0002171,O009250,P0010,3,15,80124.15,12018.62,68105.53
OI0002172,O008788,P0217,1,25,8650.32,2162.58,6487.74
OI0002173,O001941,P0139,3,0,72845.79,0.0,72845.79
OI0002174,O006832,P0235,3,10,103140.18,10314.02,92826.16
OI0002175,O002362,P0028,2,15,94925.32,14238.8,80686.52
OI0002176,O005575,P0283,4,5,108833.92,5441.7,103392.22
OI0002177,O009194,P0247,1,0,1993.66,0.0,1993.66
OI0002178,O000157,P0150,4,10,33045.6,3304.56,29741.04
OI0002179,O002953,P0153,3,0,78202.65,0.0,78202.65
OI0002180,O001231,P0275,3,25,80902.95,20225.74,60677.21
OI0002181,O007580,P0263,1,10,44250.68,4425.07,39825.61
OI0002182,O001190,P0249,4,25,69555.84,17388.96,52166.88
OI0002183,O007695,P0137,3,20,66000.93,13200.19,52800.74
OI0002184,O004601,P0118,1,0,9683.76,0.0,9683.76
OI0002185,O000544,P0198,4,10,161955.68,16195.57,145760.11
OI0002186,O001576,P0174,3,20,87244.2,17448.84,69795.36
OI0002187,O009292,P0245,2,5,79326.68,3966.33,75360.35
OI0002188,O005890,P0009,2,5,54633.32,2731.67,51901.65
OI0002189,O005865,P0022,4,15,134607.56,20191.13,114416.43
OI0002190,O008484,P0277,3,15,60223.92,9033.59,51190.33
OI0002191,O001434,P0255,2,10,24572.42,2457.24,22115.18
OI0002192,O000613,P0085,3,5,27586.83,1379.34,26207.49
OI0002193,O002641,P0053,2,0,64667.66,0.0,64667.66
OI0002194,O007289,P0062,2,25,53587.16,13396.79,40190.37
OI0002195,O007679,P0186,1,5,15041.52,752.08,14289.44
OI0002196,O008923,P0061,1,15,34595.91,5189.39,29406.52
OI0002197,O006378,P0163,2,5,30820.24,1541.01,29279.23
OI0002198,O008410,P0082,3,10,20607.81,2060.78,18547.03
OI0002199,O009678,P0059,4,5,166685.6,8334.28,158351.32
OI0002200,O007507,P0257,3,0,30089.13,0.0,30089.13
OI0002201,O001771,P0172,1,5,8162.68,408.13,7754.55
OI0002202,O005697,P0058,1,25,29422.66,7355.66,22067.0
OI0002203,O008438,P0212,2,0,22950.38,0.0,22950.38
OI0002204,O000404,P0182,3,10,123085.29,12308.53,110776.76
OI0002205,O006113,P0208,3,25,83500.53,20875.13,62625.4
OI0002206,O002081,P0281,2,0,69683.82,0.0,69683.82
OI0002207,O009641,P0007,4,0,58207.84,0.0,58207.84
OI0002208,O008461,P0118,1,25,9683.76,2420.94,7262.82
OI0002209,O009969,P0035,4,15,127137.24,19070.59,108066.65
OI0002210,O006443,P0095,3,10,74961.84,7496.18,67465.66
OI0002211,O008305,P0001,2,10,55859.7,5585.97,50273.73
OI0002212,O003913,P0241,2,25,85246.04,21311.51,63934.53
OI0002213,O005624,P0219,3,0,115648.29,0.0,115648.29
OI0002214,O005102,P0293,2,5,51595.46,2579.77,49015.69
OI0002215,O009537,P0113,2,5,98273.74,4913.69,93360.05
OI0002216,O007716,P0133,1,0,14450.81,0.0,14450.81
OI0002217,O000206,P0029,1,5,4097.07,204.85,3892.22
OI0002218,O001910,P0151,1,5,12613.91,630.7,11983.21
OI0002219,O009173,P0223,4,25,28340.48,7085.12,21255.36
OI0002220,O009451,P0078,1,5,11210.94,560.55,10650.39
OI0002221,O002645,P0125,4,25,119390.84,29847.71,89543.13
OI0002222,O009952,P0172,3,20,24488.04,4897.61,19590.43
OI0002223,O000040,P0184,4,15,90552.04,13582.81,76969.23
OI0002224,O006540,P0020,1,5,30596.61,1529.83,29066.78
OI0002225,O003677,P0033,3,5,63103.47,3155.17,59948.3
OI0002226,O003969,P0173,3,0,60080.52,0.0,60080.52
OI0002227,O007952,P0209,3,5,28690.35,1434.52,27255.83
OI0002228,O003060,P0198,3,20,121466.76,24293.35,97173.41
OI0002229,O002354,P0268,3,15,27552.33,4132.85,23419.48
OI0002230,O009962,P0207,1,20,17750.15,3550.03,14200.12
OI0002231,O006999,P0227,4,0,37880.08,0.0,37880.08
OI0002232,O001008,P0043,3,0,50516.97,0.0,50516.97
OI0002233,O004028,P0091,4,15,148003.2,22200.48,125802.72
OI0002234,O007301,P0017,3,15,79694.7,11954.2,67740.5
OI0002235,O003989,P0228,4,0,25827.72,0.0,25827.72
OI0002236,O001618,P0223,2,15,14170.24,2125.54,12044.7
OI0002237,O008341,P0107,1,5,10426.34,521.32,9905.02
OI0002238,O002119,P0176,2,20,7245.6,1449.12,5796.48
OI0002239,O002369,P0221,1,5,35760.53,1788.03,33972.5
